"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"11","YOUth","Buccal","both","biological data,dna,epigenetics,oral mucosa","1,1,1,1","biological sample,biomarkers,buccal,genetics,omics","2,1,1,1,1","Physiology,NA","1,0","1,192",1,"Physiology,Health,biological samples,NA","0.75,0.17,0.08,0","2,1,1,38",2,1
"12","YOUth","Bullying behavior of/towards the child","both","ace adverse childhood experience,peers,questionnaire bullying,relationships,school,trust","1,1,1,1,1,1","bullying,aggression,hostility,mental health,physical aggression,psychology,social environment,verbal aggression,victimization","2,1,1,1,1,1,1,1,1","Social and emotional development,Social cognition and behavior,relationships,NA","0.5,0.33,0.17,0","1,1,1,191",1,"mental health,Personality and individual differences,Social competence,bullying,Health,social environment,NA","0.25,0.22,0.2,0.15,0.12,0.05,0","1,2,1,1,1,1,36",2,1
"13","YOUth","Child's report on parental behavior inventory (CRPBI)","both","","","parenting,behavior,dicipline,family relationships,parent-child relationship,parental behavior,parental control","2,1,1,1,1,1,1","NA","NaN","192",0,"Parenting,Social competence,NA","0.83,0.17,0","2,1,39",2,0
"14","YOUth","Child Behavior Checklist (CBCL)","both","aandachtstekort/hyperactiviteitsproblemen,affectieve problemen,angstproblemen,cbcl,child behaviour,diagnostisch instrument,dsm-schalen,externaliserend,gedragsvragenlijst,internaliserend,mental development,oppositioneel- opstandige problemen,pervasieve ontwikkelingsproblemen,problem behavior child,problem behaviour,questionnaire,rapportage door ouders,skills of the child","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","adhd,aggression,child behavior,competence,depression,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,mental health,problem behavior,psychiatry,psychology,questionnaire","1,1,1,1,1,1,1,1,1,1,1,1,1,1","Social cognition and behavior,Social and emotional development,behavioural development,Mental health,NA","0.42,0.25,0.25,0.08,0","2,1,1,1,191",2,"mental health,Health,child behavior,problem behavior,Social competence,Personality and individual differences,Life history,Cognition,NA","0.33,0.22,0.12,0.11,0.09,0.07,0.04,0.02,0","1,2,1,1,1,1,1,1,36",2,2
"15","YOUth","Child Gap antisaccade","pilot",NA,NA,"behavioral control,eye tracking,attention,cognition,cognitive control,experiment,gaze,inhibition,self regulation,visual attention","2,2,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Cognition,behavioral control,Personality and individual differences,NA","0.67,0.25,0.08,0","2,1,1,38",2,NA
"16","YOUth","Child Gap Antisaccade","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"17","YOUth","Child Gap prosaccade","pilot",NA,NA,"behavioral control,eye tracking,attention,cognition,cognitive control,gaze,inhibition,self regulation,visual attention","2,2,1,1,1,1,1,1,1",NA,NA,NA,NA,"Cognition,attention,behavior,Personality and individual differences,NA","0.55,0.2,0.15,0.1,0","2,1,1,1,37",2,NA
"18","YOUth","Child Gap Prosaccade","survey","attention,visual attention,(saccadic) eye movements,attention shifting,behavioral control,behavioural control,central stimulus,eye-tracking,eye tracking,eyetracking,frontal lobe,gap-overlap task,gap task,gaze,peripheral stimulus,posner task,saccade,visual development,visual processing,visual system","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",NA,NA,"Cognition,Social cognition and behavior,Physiology,Social and emotional development,visual development,NA","0.29,0.29,0.25,0.08,0.08,0","3,2,2,1,1,191",4,NA,NA,NA,NA,4
"19","YOUth","Childhood Trauma Questionnaire (CTQ)","both","abuse,child,childhood,emotions,neglect,questionnaire,self-report,trauma,traumatic event,traumatic experience","1,1,1,1,1,1,1,1,1,1","abuse,neglect,trauma,accident,childhood trauma,death,emotional trauma,life event,psychology","2,2,2,1,1,1,1,1,1","Life history,Mental health,Physical health,NA","0.5,0.33,0.17,0","1,1,1,192",1,"Life history,mental health,Health,NA","0.58,0.25,0.17,0","2,1,1,38",2,1
"20","YOUth","Communicative Development Inventories (N-CDI) - Dutch","both","","","language,cognition,communication,development,intelligence,language development,social competence,verbal intelligence,vocabulary","2,1,1,1,1,1,1,1,1","language development,Cognition,NA","0.67,0.33,0","1,1,191",1,"Cognition,language,Social competence,NA","0.67,0.25,0.08,0","2,1,1,38",2,1
"21","YOUth","Competentie belevingsschaal - adolescent (CBSA)","pilot",NA,NA,"personality,self identity,social competence,behavior,body image,emotion,emotion regulation,externalizing behavior,problem behavior,self esteem,self persception,self worth","2,2,2,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Personality and individual differences,Social competence,mental health,identity,self perception,NA","0.43,0.2,0.17,0.15,0.05,0","2,1,1,1,1,36",2,NA
"22","YOUth","Competentie belevingsschaal - Adolescent (CBSA)","survey","behavioral problems,self-identity,self-perception,social competence,,adolescent behavioral tendencies q.,adolescent daily life,adolescent emotional problems questionnaire,adolescent emotions,adolescent environment,adolescent lifestyle,adolescent school environment,adolescent self-perception,adolescent self-worth,adolescent skills,adolescent sports,adolescents,adolscent  social competence,adolscent self-identity,cbsa,competencies,emotion regulation,emotional problems,questionnaire,self-esteem,self-report,self-worth,skills,social skills","2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",NA,NA,"Social and emotional development,Personality,Mental health,Social cognition and behavior,Lifestyle,adolescent emotional development,NA","0.58,0.19,0.09,0.08,0.03,0.02,0","4,3,2,1,1,1,191",4,NA,NA,NA,NA,4
"23","YOUth","Comprehensive Early Childhood Parenting Questionnaire (CECPAQ)","both","parental support,responsiveness,affect,affection,behavior parents questionnare,cecpaq,discipline,early childhood,interactie met jong kind,opvoedgedrag ouders,opvoedklimaat,parental behavior,structure","2,2,1,1,1,1,1,1,1,1,1,1,1","affection,parenting,affiliation,behavior,discipline,early childhood,emotional sensitivity,parent-child interaction,parent-child relationship,parental behavior,parental support,support","2,2,1,1,1,1,1,1,1,1,1,1","Parenting,Social and emotional development,opvoedgedrag,opvoedklimaat,Personality,ouder-kind interactie,NA","0.39,0.17,0.14,0.14,0.08,0.07,0","2,1,1,1,1,1,189",2,"Parenting,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,2
"24","YOUth","Cordblood","both","biological sample,dna,genetics,physiology","1,1,1,1","biological sample,biomarkers,birth,genetics,omics,pregnancy,psysiology","2,1,1,1,1,1,1","Physiology,Physical health,NA","0.67,0.33,0","1,1,192",1,"Physiology,biological samples,NA","0.83,0.17,0","2,1,38",2,1
"25","YOUth","Cyberball","both","empathy,ostracism,prosocial behavior,social competence,social exclusion,social skills","1,1,1,1,1,1","prosocial behavior,social competence,social exclusion,cognition,empathy,emphathy,experiment,social cognition,social environment","2,2,2,1,1,1,1,1,1","Social cognition and behavior,Personality,Social and emotional development,NA","0.5,0.25,0.25,0","1,1,1,192",1,"Social competence,Cognition,Personality and individual differences,NA","0.38,0.33,0.29,0","2,2,2,39",2,1
"26","YOUth","Daily care","both","avond routine,caretaking,dagritme,dagschema,daily care,ochtend routine,ritme,routine,slaap en waak ritme,slaap ritme,verzorging,voeding","1,1,1,1,1,1,1,1,1,1,1,1","parenting,child care,daily care,demographics,lifestyle,parental behavior","2,1,1,1,1,1","Parenting,Lifestyle,daily routine,NA","0.33,0.33,0.33,0","1,1,1,191",1,"Parenting,Demographics,Life history,Lifestyle,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,39",2,1
"27","YOUth","Demographics","both","background,demographics","1,1","demographics,education,religion,age,ethnicity,family,family composition,household,income,language,lifestyle,ses,sex,social economic status","2,2,2,1,1,1,1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,192",1,"Demographics,Life history,Lifestyle,NA","0.75,0.17,0.08,0","2,1,1,39",2,1
"28","YOUth","Diffusion Tensor Imaging (DTI)","both","mri,brain,brain tissue,imaging,brain anatomy,brain development,brain functions,brain image,brain scan,brain structure,central nervous system,diffusion weighted imaging,dti,dwi,interaction,microstructure,microstructure of brain,mri scan,myelin,neural axons,neural development,neural networks,scan,tissue,white matter","3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","mri,brain connectivity,brain development,brain imaging,brain scanning,dti,functional imaging,imaging,physiology,white matter","2,1,1,1,1,1,1,1,1,1","Physiology,neurology,Physical health,brain,brain structure,Mental health,the brain,imaging,NA","0.41,0.17,0.11,0.1,0.07,0.06,0.06,0.03,0","3,1,1,1,1,1,1,1,187",3,"Physiology,NA","1,0","2,39",2,3
"29","YOUth","Discount (Delay Gratification)","both","behavioral control,delay gratification,inhibition,behavioural inhibition,cognitive control,coping,coping behavior,decision-making,delay of gratification,delayed gratification,effortful control,experiment,gift,marshmallow task,marshmellow task,paradigm,patience,pleasant,reward","2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","inhibition,behavioral control,cognition,cognitive control,delay gratification,experiment,self control,self regulation","2,1,1,1,1,1,1,1","Cognition,Social cognition and behavior,Social and emotional development,delay of gratification (paradigm),development of behavioral control,coping (behavior),Personality,behavioral control,cognitive development,Mental health,NA","0.26,0.12,0.12,0.12,0.08,0.08,0.06,0.06,0.04,0.03,0","2,1,2,1,1,1,1,1,1,1,187",4,"Personality and individual differences,Cognition,behavioral control,self regulation,NA","0.4,0.35,0.2,0.05,0","2,2,1,1,37",2,4
"30","YOUth","Early adolescent temperament questionnaire - revised (EATQ-R)","both","personality,adolescents,coping,early adolescence,eatq-r,emotions,problem behavior,psychopathology,questionnaire,self-regulation,social competence,temperament,temperament questionnaire","2,1,1,1,1,1,1,1,1,1,1,1,1","self regulation,temperament,attention,emotion regulation,impulsivitiy,inhibition,personality,phobias,reward seeking,reward sensitivity","2,2,1,1,1,1,1,1,1,1","Personality,Mental health,Social and emotional development,Social cognition and behavior,coping,temperament,NA","0.5,0.22,0.12,0.09,0.04,0.02,0","3,2,2,1,1,1,190",3,"Personality and individual differences,self regulation,Cognition,NA","0.75,0.17,0.08,0","2,1,1,38",2,3
"31","YOUth","Echo/3D Ultrasound","both","fetal brain development,prenatal brain development,second trimester,third trimester,ultrasound","1,1,1,1,1","imaging,pregnancy,3d ultrasound,brain development,echo,fetal brain development,fetal development,gestational age,neurosonography,physiology,ultrasound","2,2,1,1,1,1,1,1,1,1,1","brain development,Mental health,Physical health,NA","0.5,0.33,0.17,0","1,1,1,191",1,"Physiology,Health,NA","0.83,0.17,0","2,1,39",2,1
"32","YOUth","Edinburgh Postnatal Depression Scale (EPDS)","both","depression,baby blues,depressive symptoms,eerst 1000 dagen,emotionele gezondheid ouder,epds,hechting ouder-kind,kop (kinderen van ouders met psychische problemen),opvoedklimaat,ouder-kind interactie,parent,parenthood,parents,postnatal,postnatal depression,postnatale depressie,psychopathology,questionnaire,scale,self-report,symptoms","2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","depression,postnatal depression,pregnancy,birth,diagnosis,mental health,postpartum depression,psychiatry,psychology,psychopathology,symptoms","2,2,2,1,1,1,1,1,1,1,1","Mental health,Physical health,Parenting,postnatal,Physiology,Social and emotional development,questionnaire,NA","0.6,0.12,0.12,0.05,0.04,0.04,0.02,0","4,2,2,1,1,1,1,190",4,"mental health,Health,pregnancy,Life history,psychopathology,NA","0.35,0.32,0.15,0.12,0.05,0","2,2,1,1,1,35",2,3
"33","YOUth","EEG coherence","both","brain,eeg,neuroimaging,passive watching","1,1,1,1","brain development,eeg,brain connectivity,brain imaging,connectivity,connectome,functional imaging,imaging,infant","2,2,1,1,1,1,1,1,1","Physiology,brain activity,Cognition,Social cognition and behavior,Social and emotional development,NA","0.29,0.29,0.14,0.14,0.14,0","1,1,1,1,1,191",1,"Physiology,brain functioning,NA","0.83,0.17,0","2,1,38",2,1
"34","YOUth","EEG Face Emotion","both","brain,eeg,emotion recognition,neuroimaging,social competence,task","1,1,1,1,1,1","eeg,emotion recognition,brain development,emotion,experiment,face perception,face processing,imaging,social behavior","2,2,1,1,1,1,1,1,1","Physiology,brain activity,Social and emotional development,Social cognition and behavior,Cognition,NA","0.29,0.29,0.21,0.14,0.07,0","1,1,1,1,1,191",1,"Physiology,Social competence,Cognition,neurocognitive development,NA","0.45,0.28,0.22,0.05,0","2,2,2,1,38",2,1
"35","YOUth","EEG Face House","both","face processing,eeg,neural processing,visual development","2,1,1,1","eeg,brain development,brain imaging,face processing,imaging,infant,object processing,social attention","2,1,1,1,1,1,1,1","Social cognition and behavior,visual processing development,Cognition,Physiology,neural processing,experiment,NA","0.27,0.25,0.17,0.12,0.12,0.06,0","2,1,1,1,1,1,189",2,"Physiology,Cognition,neurocognitive development,Social competence,NA","0.5,0.21,0.17,0.12,0","2,2,1,1,38",2,2
"36","YOUth","Family illness","pilot",NA,NA,"health,medical history,disease,disorders,hereditary","2,2,1,1,1",NA,NA,NA,NA,"Health,Life history,medical history,NA","0.58,0.25,0.17,0","2,2,1,38",2,NA
"37","YOUth","Family illness - medical","pilot",NA,NA,"health,medical history,diseases,disorders,hereditary","2,2,1,1,1",NA,NA,NA,NA,"Health,Life history,NA","0.67,0.33,0","2,2,39",2,NA
"38","YOUth","Family illness - Medical & Psychiatric","survey","health,psychiatric symptoms,children,family members,first-degree family,illness,medical history,medical symptoms,mental health,parents,physical health,problems,psychiatry,psychopathology,questionnaire,self-report,symptoms","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",NA,NA,"Physical health,Mental health,Physiology,Life history,Demographics,Lifestyle,NA","0.37,0.33,0.1,0.1,0.07,0.03,0","2,2,1,1,1,1,192",2,NA,NA,NA,NA,2
"39","YOUth","Family illness - psychiatric","pilot",NA,NA,"health,medical history,mental health,diagnosis,heredity,psychiatric disorders,psychiatry,psychology,psychopathology,treatment","2,2,2,1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,Life history,mental health,medical history,NA","0.33,0.25,0.25,0.17,0","2,2,1,1,37",2,NA
"40","YOUth","Food Frequency Questionnaire (FFQ) - Pregnancy","both","diet pattern during pregnancy,eating,eating environment during pregnancy,ffq,food,food frequency,food intake during pregnancy,food lifestyle during pregnancy,meal composition during pregnancy,nutrition,pregnancy,pregnancy questionnaire,prenatal development","1,1,1,1,1,1,1,1,1,1,1,1,1","nutrition,pregnancy,diet,food,food preference,lifestyle,nutriants,supplements","2,2,1,1,1,1,1,1","Lifestyle,Physical health,Physiology,NA","0.67,0.21,0.12,0","4,2,2,192",4,"Lifestyle,Health,Personality and individual differences,NA","0.42,0.33,0.25,0","2,1,1,39",2,3
"41","YOUth","Food Frequency Questionnaire (FFQ) - Youth","both","","","nutrition,supplements,diet,food,food preference,health,lifestyle","2,2,1,1,1,1,1","NA","NaN","192",0,"Lifestyle,Health,Personality and individual differences,NA","0.42,0.33,0.25,0","2,1,1,39",2,0
"42","YOUth","Functional MRI Inhibition experiment","both","behavioral control,brain development,cognitive control,effortful control,imaging,inhibition,mri,neural develoment","1,1,1,1,1,1,1,1","inhibition,behavioral control,brain development,brain imaging,cognitive control,fmri,functional brain imaging,imaging,impulsivity,mri,self regulation","2,1,1,1,1,1,1,1,1,1,1","Cognition,behavioral control,Physiology,NA","0.4,0.4,0.2,0","1,1,1,191",1,"Cognition,Physiology,behavioral control,self regulation,cognitive control,NA","0.47,0.33,0.1,0.07,0.03,0","2,2,1,1,1,36",2,1
"43","YOUth","Gender Identity (GI) questionnaire","survey","demographics,gender,gender development,identity","1,1,1,1",NA,NA,"Social cognition and behavior,Demographics,gender development,questionnaire,NA","0.5,0.2,0.2,0.1,0","1,1,1,1,190",2,NA,NA,NA,NA,2
"44","YOUth","General health","both","","","health,allergies,diseases,disorders,medical,medical care,mental health,surgery,vaccinations","2,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Health,NA","1,0","2,39",2,0
"45","YOUth","Hair","both","biological sample,cortisol,physiology,stress","1,1,1,1","biological sample,hair,biomarkers,hormones,physiology","2,2,1,1,1","Physiology,Physical health,NA","0.83,0.17,0","2,1,192",2,"Physiology,biological samples,Health,NA","0.67,0.25,0.08,0","2,1,1,38",2,1
"46","YOUth","Hand Game","both","behavioral control,inhibition,early childhood,hand gesture,non-verbal inhibitory control young children,self-regulation,the hand game,variation of luria’s hand game task","2,2,1,1,1,1,1,1","inhibition,behavioral control,cognition,cognitive control,self control,self regulation","2,1,1,1,1,1","Cognition,Social cognition and behavior,behavior,behavioral control,self-regulation,experiment,early childhood,NA","0.33,0.17,0.17,0.11,0.11,0.07,0.04,0","2,1,1,1,1,1,1,187",3,"Cognition,Personality and individual differences,self regulation,cognitive control,NA","0.58,0.17,0.17,0.08,0","2,1,1,1,37",2,3
"47","YOUth","Infant Behavior Questionnaire Revised (IBQ-R)","both","infant,temperament,behavioral development,social emotional development","2,2,1,1","personality,temperament,behavior,development,emotion regulation,infant behavior,psychology,responsiveness,social behavior","2,2,1,1,1,1,1,1,1","Personality,temperament/personality,Social and emotional development,questionnaire,infancy,NA","0.33,0.25,0.17,0.17,0.08,0","1,1,1,1,1,189",2,"Personality and individual differences,child behavior,NA","0.83,0.17,0","2,1,38",2,2
"48","YOUth","Infant Face Popout","both","attention,eye tracking,face perception,face pop out,infancy,visual attention development,visual processing,visual search","1,1,1,1,1,1,1,1","development,experiment,eye tracking,eyetracking,gaze behavior,object processing,social attention,visual attention","1,1,1,1,1,1,1,1","Cognition,Physiology,visual development,infancy,experiment,NA","0.5,0.17,0.17,0.08,0.08,0","2,1,1,1,1,189",2,"Cognition,Social competence,visual attention,Personality and individual differences,NA","0.53,0.32,0.1,0.05,0","2,2,1,1,38",2,2
"49","YOUth","Infant Pro Gap","both","","","attention,development,eye tracking,eyetracking,gaze behavior,visual attention","1,1,1,1,1,1","NA","NaN","192",0,"Cognition,behavior,Personality and individual differences,NA","0.67,0.25,0.08,0","2,1,1,38",2,0
"50","YOUth","Infant Social Gaze","both","attention,social processing","1,1","social attention,experiment,eye tracking,eyetracking,gaze behavior,gaze cueing,social gaze,visual attention","2,1,1,1,1,1,1,1","Physiology,Social cognition and behavior,attention,experiment,infancy,NA","0.25,0.25,0.25,0.12,0.12,0","1,1,1,1,1,189",1,"Cognition,Social competence,visual attention,social behavior,NA","0.38,0.32,0.2,0.1,0","2,2,1,1,37",2,1
"51","YOUth","Inhibition experiment (mock scanner)","both","fmri,inhibition,anticipation,behavioral control,bold,frontal lobe,functional mri,practice,stop process","2,2,1,1,1,1,1,1,1","inhibition,behavioral control,brain imaging,cognitive control,experiment,fmri,functional brain imaging,imaging,mock experiment,mri,self regulation","2,1,1,1,1,1,1,1,1,1,1","Cognition,brain functioning,brain development,Physiology,NA","0.58,0.17,0.17,0.08,0","2,1,1,1,190",2,"Cognition,self regulation,Personality and individual differences,NA","0.67,0.25,0.08,0","2,1,1,38",2,2
"52","YOUth","Interpersonal Reactivity Index (IRI)","both","compassie,empathy,emphatic concern,fantasy,feelings,interpersonal reactivity index,iri,personal distress,perspective taking","1,1,1,1,1,1,1,1,1","empathy,social competence,interpersonal reactivity,perspective taking,relationships,social cognition,theory of mind","2,2,1,1,1,1,1","Personality,Social cognition and behavior,Social and emotional development,Lifestyle,NA","0.33,0.33,0.22,0.11,0","1,1,1,1,192",1,"Social competence,Personality and individual differences,Cognition,NA","0.58,0.33,0.08,0","2,2,1,39",2,1
"53","YOUth","Labour and birth","both","birth,pregnancy,a term,apgar score,bevaltrauma,borstvoeding,childbirth,duration pregnancy,early child birth,keizersnede,labour questionnaire,mentale en lichamelijke gezondheid moeder en baby,prematuur,thuis of ziekenhuis bevalling","2,2,1,1,1,1,1,1,1,1,1,1,1,1","birth,labour,pregnancy,complications,gestational age,life history","2,2,2,1,1,1","Physiology,zwangerschap,pre en postnatale periode,NA","0.5,0.33,0.17,0","1,1,1,190",2,"Health,Life history,pregnancy,NA","0.58,0.25,0.17,0","2,1,1,38",2,2
"54","YOUth","Length, head circumference, weight and vaccinations","both","growth,anthropometry,body meassures,body measures,medical data,medical information,medical questionnaire,physical characteristics,physical data,physical development,physical information,weight","2,1,1,1,1,1,1,1,1,1,1,1","antropometrics,health,medical history,development,medical information,vaccinations","2,2,2,1,1,1","Physical health,Physiology,physical database,Lifestyle,physical growth/development,Parenting,NA","0.5,0.28,0.08,0.06,0.06,0.03,0","4,2,1,1,1,1,190",6,"Health,Physiology,medical history,NA","0.42,0.42,0.17,0","2,2,1,38",2,5
"55","YOUth","Lifestyle","pilot",NA,NA,"lifestyle,medication,sleep,addiction,diet,excercise,exercise,health,nutrition,physical activity,smoking,sport,substance abuse,substance use,supplements,vitamins","2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Lifestyle,Health,NA","0.83,0.17,0","2,1,39",2,NA
"56","YOUth","Lifestyle - Substance (ab)use","pilot",NA,NA,"lifestyle,substance abuse,addiction,alcohol,cannabis,drinking,health,smoking,soft drugs,substance use,tabacco","2,2,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,Lifestyle,NA","0.5,0.5,0","2,2,39",2,NA
"57","YOUth","Lifestyle (DEMO, LFST).","survey","lifestyle,questionnaire,addiction,adversity,alcohol,daily life,drugs,exposure,habits,health,illness,maternal health,medication use,pregnancy,prenatal development,prenatal exposure,problems,self-report,sickness,smoking,substance abuse","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",NA,NA,"Lifestyle,Physical health,Physiology,Mental health,NA","0.43,0.34,0.12,0.1,0","3,3,2,2,192",3,NA,NA,NA,NA,3
"58","YOUth","Lifestyle during pregnancy (DEMO, LFST)","pilot",NA,NA,"diet,medication,nutrition,pregnancy,food preference,health,life history,lifestyle,supplements,vitamins","2,2,2,2,1,1,1,1,1,1",NA,NA,NA,NA,"Lifestyle,Health,pregnancy,Life history,NA","0.33,0.29,0.25,0.12,0","2,2,1,1,38",2,NA
"59","YOUth","List of longterm stressful life events","both","stress,life events,chronic,demographics,early life stress,life history,longterm,questionnaire,self-report,strain,stressful life events,stressor,trauma","4,3,1,1,1,1,1,1,1,1,1,1,1","life events,stress,abuse,accident,coping,death,family history,health,neglect,trauma","2,2,1,1,1,1,1,1,1,1","Life history,Mental health,Demographics,stress,Social and emotional development,questionnaire,Physical health,Lifestyle,NA","0.5,0.17,0.08,0.08,0.07,0.04,0.03,0.03,0","4,3,1,1,1,1,1,1,190",5,"Life history,Health,mental health,Lifestyle,NA","0.58,0.17,0.17,0.08,0","2,1,1,1,38",2,5
