"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"19","RADAR","Conflict Awareness (CA)","both",",family relationships,parental conflict,relationship quality","1,1,1,1","aggression,arguing,conflict,interparental conflict,parenting,perception,relationship quality,social competence","1,1,1,1,1,1,1,1","Parenting,Social cognition and behavior,NA","0.67,0.33,0","1,1,192",1,"Social competence,Parenting,NA","0.83,0.17,0","2,1,39",2,1
"20","RADAR","Conflict Resolution Style Inventory (CRSI)","both",",conflict,interpersonal conflict,interpersonal relationships,personal relationships","1,1,1,1,1","conflict,conflict resolution,personality,problem solving,psychology,relationship quality","1,1,1,1,1,1","Personality,Social cognition and behavior,Social and emotional development,NA","0.4,0.4,0.2,0","1,1,1,192",1,"Personality and individual differences,Social competence,NA","0.5,0.5,0","2,2,39",2,1
"21","RADAR","Conflict task","both",",family relationships,parent-adolescent conflict,parent-adolescent relationships,parent-child relationship quality,parent-child relationships","1,1,1,1,1,1","affect,autonomy,conflict,dominance,emotions,observation,observed behaviors,parent-child interaction,parent-child relationship,parent-child relationship quality,parenting,social competence","2,1,1,1,1,1,1,1,1,1,1,1","Parenting,parent-child relationship quality,Personality,Social cognition and behavior,NA","0.42,0.33,0.12,0.12,0","2,1,1,1,191",2,"Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,2
"22","RADAR","Cortisol awakening response","both","","","stress,biological marker,biomarker,cortisol,hormones,saliva","2,1,1,1,1,1","Physiology,NA","1,0","1,192",1,"Physiology,Health,NA","0.83,0.17,0","2,1,39",2,0
"23","RADAR","Daily Hassles (DH)","both","","","stress,coping,daily stressors,minor stressors,psychology","2,1,1,1,1","NA","NaN","192",0,"Life history,Health,Personality and individual differences,NA","0.5,0.33,0.17,0","2,1,1,39",2,0
"24","RADAR","Daily Mood Device (DMD)","both","emotions,daily diary,feelings","2,1,1","emotions,mood,affect,ambulatory monitoring,anxiety,depression,electronic monitoring,emotional development,feelings,happiness,psychology,well-being,wellbeing","2,2,1,1,1,1,1,1,1,1,1,1,1","Mental health,Social and emotional development,Social cognition and behavior,NA","0.58,0.25,0.17,0","2,2,1,192",2,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,2
"25","RADAR","Day of birth","pilot",NA,NA,"demographics,age","2,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"26","RADAR","Daycare, sickness, eating/drinking","pilot",NA,NA,"child care,demographics,general information,health,home visit,nutrition","1,1,1,1,1,1",NA,NA,NA,NA,"Demographics,Health,Lifestyle,Life history,NA","0.33,0.33,0.17,0.17,0","1,2,1,1,39",2,NA
"27","RADAR","Delay of Gratification Task","both","","","behavioral control,affect,arousal,attention,cognition,impulse control,inhibition,self-control,self-regulation,self control,self regulation","2,1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"28","RADAR","Delinquency - Self-Report of Delinquent Behavior (ZD)","both","adolescent delinquent behavior,delinquent behavior,drug use,externalizing behaviors,externalizing symptoms,rule-breaking behavior,substance use","1,1,1,1,1,1,1","arson,behavior,delinquency,delinquent behavior,externalizing behavior,externalizing symptoms,psychology,psychopathology,rule-breaking behavior,rule breaking,rule defiance,theft,violence","1,1,1,1,1,1,1,1,1,1,1,1,1","delinquent behavior,NA","1,0","1,191",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"29","RADAR","Delinquent Friends/Basic Questionnaire Peers (BL)","both",",externalizing problems,interpersonal relationships,peer contact","1,1,1,1","friendships,peers,delinquency,externalizing behavior,friends,peer affiliation,peer contact,peer delinquency,peer pressure,social competence","2,2,1,1,1,1,1,1,1,1","Lifestyle,Social cognition and behavior,Mental health,NA","0.4,0.4,0.2,0","1,1,1,192",1,"mental health,Health,Social competence,NA","0.5,0.25,0.25,0","1,1,1,38",1,1
"30","RADAR","Demographics","both","background variables,control variables,covariates","1,1,1","age,demographic information,demographics,education,gender,marital status,personal information,religion,social economic status,work","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Demographics,NA","1,0","1,39",1,1
"31","RADAR","Diagnostic Interview Schedule for Children (DISC-IV)","both","diagnostic interview,disc,dsm-diagnoses,dsm=screening","1,1,1,1","adhd,anxiety,conduct disorder,depression,developmental psychology,diagnosis,disruptive behavior disorder,externalizing psychopathology,interview,mental health,oppositional defiant disorder,psychiatry,psychology,psychopathology","1,1,1,1,1,1,1,1,1,1,1,1,1,1","Mental health,NA","1,0","1,192",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"32","RADAR","Difficulties in Emotion Regulation Scale (DERS)","both",",emotion regulation,impulse control","1,1,1","emotion regulation,cognition,emotional awareness,impulsivity,social competence","2,1,1,1,1","Social and emotional development,NA","1,0","1,192",1,"Personality and individual differences,Health,Cognition,NA","0.42,0.33,0.25,0","2,1,1,39",2,1
"33","RADAR","Direct and Indirect Aggression Scales","both","aggression,anger,direct aggression,emotion regulation,indirect aggression,passive aggression","1,1,1,1,1,1","aggression,externalizing behavior,externalizing behaviors,physical aggression,psychology,psychopathology,verbal aggression,violence","2,1,1,1,1,1,1,1","Social cognition and behavior,Social and emotional development,NA","0.67,0.33,0","1,1,192",1,"Health,Social competence,mental health,NA","0.33,0.33,0.33,0","2,1,1,38",2,1
"34","RADAR","Disclosure/Secrecy (DS)","both",",parent-adolescent relationship quality,parenting,relationship quality","1,1,1,1","disclosure,information management,personality,relationship quality,relationshipa,secrets,self-concealment,social competence","1,1,1,1,1,1,1,1","Parenting,NA","1,0","1,192",1,"Social competence,NA","1,0","1,39",1,1
"35","RADAR","Discussion task","both",",adolescent autonomy,family relationships,parent-adolescent relationship,parent-adolescent relationship quality,parenting","1,1,1,1,1,1","parent-child relationship,affect,autonomy,dominance,emotions,interaction behaviors,observation,parent-child communication,parent-child interaction,social competence","2,1,1,1,1,1,1,1,1,1","Parenting,Personality,Social cognition and behavior,NA","0.5,0.25,0.25,0","1,1,1,192",1,"Parenting,Social competence,NA","0.67,0.33,0","1,1,39",1,1
"36","RADAR","Empathy Task (EMP)","both","","","empathy,asd,autism,cognition,emotional development,heart rate,social behavior,theory of mind","2,1,1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Cognition,Social competence,Health,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,39",2,0
"37","RADAR","Father figure","pilot",NA,NA,"family composition,family structure,relationships","1,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"38","RADAR","Free Observation (IT-HOME)","both","","","environment,home environment,observation,parent-child interactions,sibling interactions,social competence","1,1,1,1,1,1","household characteristics,NA","1,0","1,191",1,"Parenting,Demographics,Lifestyle,Social competence,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,39",2,1
"39","RADAR","Free Play Observation","both","","","attachement,child behavior,child development,development,developmental delays,observation,play,social-emotional development,temperament","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Social competence,general development ?,NA","0.67,0.33,0","2,1,38",2,0
"40","RADAR","Identity Styles Inventory (IS)","both","","","identity,personality","2,1","NA","NaN","192",0,"Personality and individual differences,identity,NA","0.67,0.33,0","2,1,38",2,0
"41","RADAR","Index of Empathy for Children and Adolescents (IECA)","both","","","empathy,asd,autism,development,emotional development,social behavior,theory of mind","2,1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Cognition,Social competence,NA","0.5,0.25,0.25,0","2,1,2,39",2,0
"42","RADAR","Infant-Toddler Social and Emotional Assessment","both",",developmental tasks,emotion,empathy,infant temperament","2,1,1,1,1","aggression,development,emotional development,empathy,personality,social behavior,social development,temperament","1,1,1,1,1,1,1,1","Personality,Social and emotional development,NA","0.5,0.5,0","1,1,192",1,"Health,Personality and individual differences,Social competence,NA","0.33,0.33,0.33,0","1,1,2,39",2,2
"43","RADAR","Interpersonal Conflict Questionnaire (ICQ)","both","","","aggression,conflict,relationship quality,relationships,social behavior,social competence","1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Social competence,NA","0.67,0.33,0","1,1,39",1,0
"44","RADAR","Interpersonal Reactivity Index (IRI)","both","","","empathy,asd,autism,emotional development,relationships,social behavior,social competance,theory of mind","2,1,1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Social competence,Cognition,NA","0.5,0.33,0.17,0","2,2,1,39",2,0
"45","RADAR","Iowa Gambling Task","both","impulse control,risk taking","1,1","cognition,decision making,motivation,personality,problem solving,risk seeking","1,1,1,1,1,1","risk taking,Personality,NA","0.67,0.33,0","1,1,191",1,"Cognition,NA","1,0","1,39",1,1
"46","RADAR","Level of Expressed Emotion (LEE)","both","family climate,parenting,emotion,emotional climate,expressed emotion,family relationships,intrusiveness,parent-child relationship,parent-child relationships,sensitivity,support","2,2,1,1,1,1,1,1,1,1,1","emotion,emotional climate,emotional development,emotional support,empathy,parent-child relationship quality,psychology,social competence","1,1,1,1,1,1,1,1","Parenting,emotional climate,Social cognition and behavior,expressed emotions,NA","0.56,0.22,0.11,0.11,0","2,1,1,1,190",3,"Personality and individual differences,Social competence,NA,emotional climate","0.5,0.5,0,0","1,1,38,1",1,3
"47","RADAR","Life events","both","","","coping,life events,life history,stress,trauma","1,1,1,1,1","NA","NaN","192",0,"Life history,NA","1,0","1,39",1,0
"48","RADAR","Living situation","pilot",NA,NA,"demographics,family composition,personal information","1,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"49","RADAR","Month of birth","pilot",NA,NA,"age,demograhics,demographics,personal information","1,1,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"50","RADAR","Mother figure","pilot",NA,NA,"demographics,family composition,personal information","2,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"51","RADAR","Motor Development - Mijlpalen","both",",developmental tasks,motor development","1,1,1","developmental delay,motor control,motor development,physical development,physiology,standing,walking","1,1,1,1,1,1,1","motor development,Physical health,Mental health,NA","0.5,0.25,0.25,0","1,1,1,191",2,"general development ?,Life history,Physiology,Health,NA","0.33,0.25,0.25,0.17,0","1,1,1,1,38",2,2
"52","RADAR","Network of Relationships Inventory (NRI)","both","","","conflict,interaction quality,parent-child relationship,parenting,personal relationships,relationship quality,relationships,social relationships,support","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Parenting,NA","1,0","1,39",1,0
"53","RADAR","Nijmeegse Opvoedingsvragenlijst (NOV)","both",",parental behavior,parenting","1,1,1","parent-child relationship,parenting,parent-child interaction,parental behaviors,parental responsiveness","2,2,1,1,1","Parenting,NA","1,0","1,192",1,"Parenting,NA","1,0","1,39",1,1
"54","RADAR","Nijmeegse Ouderlijke Stress Index - Acceptance (NOSI-acc)","both","parenting,,parental behavior","2,1,1","coping,parent-child relationship,parental cognitions,parenting,parenting stress,relationships,stress","1,1,1,1,1,1,1","Parenting,NA","1,0","2,192",2,"Parenting,NA","1,0","1,39",1,2
"55","RADAR","Nijmeegse Ouderlijke Stress Index - Competence (NOSI-Com)","both","parental cognitions,parental competence,parental efficacy,parental feelings,parental sense of competence,parental stress,parenting","1,1,1,1,1,1,1","parent-child relationship,parental cognitions,parenting,parenting stress","1,1,1,1","Parenting,Social cognition and behavior,NA","0.83,0.17,0","2,1,192",2,"Parenting,NA","1,0","1,39",1,2
"56","RADAR","Nonverbal communication tasks","both","","","child behavior,cognition,communication,communication skills,development,observation,social competence,social interaction","1,1,1,1,1,1,1,1","NA","NaN","192",0,"Social competence,NA","1,0","1,39",1,0
"57","RADAR","Parental Care and Tenderness questionnaire (PCAT)","both",",parental behavior,parenting","1,1,1","parenting,attachement,parent-child interaction,parent-child relationship,parental behavior","2,1,1,1,1","Parenting,NA","1,0","1,192",1,"Parenting,Social competence,NA","0.67,0.33,0","2,1,39",2,1
"58","RADAR","Parental Dimensions Inventory (PDI)","both","","","parenting,parental behavior","2,1","NA","NaN","192",0,"Parenting,NA","1,0","1,39",1,0
"59","RADAR","Parental Management of Peers Inventory (PMPI)","both","parental control,parenting,peers","1,1,1","parenting,peers,parental control","2,2,1","Parenting,NA","1,0","1,192",1,"Parenting,NA","1,0","1,39",1,1
"60","RADAR","Parenting Practices (PP)","both","","","parenting,information management,parent-child relationships,parental behavior,parental control","2,1,1,1,1","Parenting,NA","1,0","1,192",1,"Parenting,NA","1,0","1,39",1,1
"61","RADAR","Patiënten Gezondsheidsvragenlijst","both","depression,internalizing problem behavior,screening tool","1,1,1","depression,diagnosis,internalizing symptoms,mental health,mood,psychiatry,psycholgy,psychopathology","2,1,1,1,1,1,1,1","Mental health,NA","1,0","1,192",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"62","RADAR","Pill Use (PG)","both","","","birth control,contraception,demographics,health,health information,hormones,life history,personal information,pubertal development","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Demographics,Health,Life history,NA","0.33,0.33,0.33,0","1,2,1,39",2,0
"63","RADAR","Police and Judicial Contact (PJ/PZ)","both",",crime,criminal behavior,judicial contact,police contact","1,1,1,1,1","delinquency,crime,externalizing behavior,externalizing behaviors,judicial system,life situation,personal information,police","2,1,1,1,1,1,1,1","criminal behavior,NA","1,0","1,191",1,"Life history,Health,mental health,Demographics,NA","0.5,0.25,0.17,0.08,0","2,2,1,1,38",2,1
"64","RADAR","Postpartum Bonding Scale (PBS)","both","","","parenting,attachement,depression,parent-child relationship,parent-infant interaction,parent-infant relationship,parental behavior","2,1,1,1,1,1,1","Parenting,NA","1,0","1,192",1,"Parenting,mental health,Social competence,Health,NA","0.53,0.2,0.17,0.1,0","2,1,1,1,38",2,1
"65","RADAR","Prenatal development","both","","","pregnancy,antropometrics,birth,child development,demographics,health,personal information,prenatal development","2,1,1,1,1,1,1,1","pregnancy characteristics,Physical health,NA","0.67,0.33,0","1,1,191",1,"Health,Life history,Physiology,Demographics,NA","0.43,0.2,0.2,0.17,0","2,1,1,1,39",2,1
"66","RADAR","Proactive/Reactive Aggression (PRA)","both",",aggressive behavior,interpersonal behavior,social behavior","1,1,1,1","aggression,direct aggression,externalizing behavior,externalizing behaviors,indirect aggression,physical aggression,proactive aggression,psycholgy,psychopathology,reactive aggression,social interaction,verbal aggression,victimization","1,1,1,1,1,1,1,1,1,1,1,1,1","Social cognition and behavior,Personality,NA","0.67,0.33,0","1,1,192",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"67","RADAR","Prosocial behavior","both","","","behavior,prosocial behaviour,social behavior,social competence,social development,social interaction","1,1,1,1,1,1","Social cognition and behavior,Personality,prosocial behavior,NA","0.5,0.33,0.17,0","1,1,1,191",1,"mental health,Health,Social competence,NA","0.5,0.25,0.25,0","1,1,1,38",1,1
"68","RADAR","Psychological Control Scale (PCS-YSR)","both","parenting,,parent-adolescent relationship quality,parent-adolescent relationships","2,1,1,1","parent-child relationship,parenting,control,parental behavior","2,2,1,1","Parenting,NA","1,0","2,192",2,"Parenting,Social competence,NA","0.83,0.17,0","2,1,39",2,2
"69","RADAR","Pubertal Development Scale (PU)","both","","","development,growth,health,personal information,physical development,puberty,secondary sexual characteristics","1,1,1,1,1,1,1","NA","NaN","192",0,"Physiology,general development,Health,Demographics,NA","0.5,0.25,0.17,0.08,0","1,1,1,1,38",2,0
"70","RADAR","Public speaking","both","","","stress,emotion,internalizing psychopathology,social anxiety,social behavior,social evaluation,stress reactivity","2,1,1,1,1,1,1","Mental health,Physiology,NA","0.67,0.33,0","1,1,192",1,"Social competence,Personality and individual differences,Physiology,Health,NA","0.5,0.2,0.2,0.1,0","1,1,1,1,39",2,1
"71","RADAR","Rejection Sensitivity Questionnaire (RSQ)","both","","","anxiety,interpersonal problems,personality,rejection,social interaction","1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,NA","1,0","1,39",1,0
"72","RADAR","Religious belief","both","","","demographics,lifestyle,personal information,religion","2,1,1,1","NA","NaN","192",0,"Demographics,Lifestyle,NA","0.75,0.25,0","2,1,39",2,0
"73","RADAR","Reynolds Adolescent Depression Scale (RADS)","both","","","depression,affect,angedonia,anxiety,diagnosis,dysphoria,internalizing symptoms,mental health,mood,psychiatry,psychology,psychopathology,self image","2,1,1,1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"74","RADAR","Saliency importance of friends/Perception similarity friends (SA)","both",",friendship characteristics; friendship norms,peer relationships","1,1,1","peers,delinquency,education,friendships,peer relationships,perception,relationships,social competence","2,1,1,1,1,1,1,1","Social cognition and behavior,peer relationships,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,191",2,"Social competence,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,2
"75","RADAR","Saliva to assess DNA and DNA methylation","both","","","genetics,biological markers,dna,epigenetics,omics,saliva","2,1,1,1,1,1","Physiology,NA","1,0","2,192",2,"Physiology,NA","1,0","1,39",1,0
"76","RADAR","School Performance (SV)","both","","","academic achievement,cognition,education,performance,school functioning","1,1,1,1,1","NA","NaN","192",0,"Demographics,Life history,NA,school & career","0.67,0.33,0,0","1,1,38,1",1,0
"77","RADAR","Screen for Child Anxiety Related Emotional Disorders (SCARED)","both","","","anxiety,diagnosis,internalizing symptoms,mental health,panic,phobias,psychiatry,psychology,psychopathology,stress","2,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"78","RADAR","Self-concept Clarity Scale (SCC)","both","","","identity,personality,self-concept,self image","1,1,1,1","identity,Personality,NA","0.67,0.33,0","1,1,191",1,"Personality and individual differences,identity,Cognition,NA","0.5,0.33,0.17,0","1,1,1,38",2,1
"79","RADAR","Self-Efficacy in the Nurturing Role (SENR)","both",",beliefs,cognition,parent-child,parenting,parenting dimension,self-perceptions","1,1,1,1,1,1,1","nurturing,parental cognition,parenting,parenting self-efficacy,self efficacy","1,1,1,1,1","Parenting,Cognition,Social cognition and behavior,Mental health,Personality,NA","0.5,0.17,0.17,0.08,0.08,0","1,1,1,1,1,192",2,"Parenting,NA","1,0","1,39",1,2
"80","RADAR","Sex","pilot",NA,NA,"demographics,gender,personal information,sex","2,1,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"81","RADAR","Sexuality (SX)","both",",intimate relationships,romantic relationships,sexual relationships","1,1,1,1","demographics,personal information,physical development,sexual development,sexual experiences,sexuality","1,1,1,1,1,1","Social and emotional development,Personality,Life history,Lifestyle,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,192",1,"Demographics,Lifestyle,Health,NA","0.67,0.25,0.08,0","2,1,1,39",2,1
"82","RADAR","sibling participating","pilot",NA,NA,"demographics,family composition,out","1,1,1",NA,NA,NA,NA,"Demographics,NA","1,0","1,39",1,NA
"83","RADAR","Stop Signal Task","both","executive functioning,impulse control,risk taking,temperament; self-control","1,1,1,1","cognition,cognitive development,cognitive functioning,executive functioning,impulse control,impulsivity,inhibition,response inhibition","1,1,1,1,1,1,1,1","Personality,impulse control,NA","0.5,0.5,0","1,1,191",2,"Cognition,NA","1,0","1,39",1,2
"84","RADAR","Strengths and Difficulties Questionnaire-Peer Relationships (SDQ-Peer)","both","adhd,aggression,anxiety,behavioral problems,depression,externalizing problem behavior,internalizing problem behavior,psychosocial adjustment,rule-breaking","1,1,1,1,1,1,1,1,1","peers,adhd,anxiety,conduct disorder,depression,externalizing,internalizing,oppositional defiant disorder,peer interaction,psychiatry,psychology,social behavior,social interaction","2,1,1,1,1,1,1,1,1,1,1,1,1","psychosocial adjustment,Social and emotional development,NA","0.67,0.33,0","1,1,191",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"85","RADAR","Strengths and Difficulties Questionnaire-Prosocial (SDQ-Prosocial)","both","prosocial behavior,social functioning,social relationships","2,1,1","peers,behavior,peer interaction,prosocial behavior,relationships,social behavior,social interaction","2,1,1,1,1,1,1","Social and emotional development,Social cognition and behavior,NA","0.83,0.17,0","2,1,192",2,"mental health,Health,Social competence,NA","0.5,0.25,0.25,0","1,1,1,38",1,2
"86","RADAR","Substance Use (SU)","both",",drug use,externalizing behavior,substance use","1,1,1,1","addiction,substance use,alcohol,cigarettes,drugs,lifestyle,mental health,psychopathology,smoking,substance abuse,weed","2,2,1,1,1,1,1,1,1,1,1","substance use,Mental health,Lifestyle,Physical health,NA","0.33,0.29,0.25,0.12,0","1,2,1,1,191",2,"Lifestyle,Life history,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,2
"87","RADAR","Substance Use during Pregnancy","both",",drug use,externalizing problems","1,1,1","pregnancy,substance use,addiction,alcohol,child development,cigarettes,demographics,hard drugs,lifestyle,mental health,personal information,smoking,soft drugs,substance abuse","2,2,1,1,1,1,1,1,1,1,1,1,1,1","Physical health,Mental health,Lifestyle,NA","0.33,0.33,0.33,0","1,1,1,192",1,"Health,Life history,Demographics,Lifestyle,mental health,NA","0.33,0.25,0.17,0.17,0.08,0","1,1,1,1,1,38",2,1
"88","RADAR","Temperament and Emotion Regulation (IBQ)","both","early personality characteristics,emotion regulation,temperament,temperament; personality","1,1,1,1","temperament,behavior,behavioral control,emotion regulation,infant behavior,personality","2,1,1,1,1,1","Personality,Social and emotional development,NA","0.83,0.17,0","2,1,192",2,"Personality and individual differences,NA","1,0","1,39",1,2
"89","RADAR","Temperament, Emotion Regulation, Impulsivity, Inhibitory Control (ECBQ-S, CBQ)","both","","","temperament,behavioral control,child behavior,development,emotion regulation,impulsivity,inhibition,personality","2,1,1,1,1,1,1,1","Personality,NA","1,0","1,192",1,"Personality and individual differences,NA","1,0","1,39",1,1
