"","Cohort","Instrument_name","Assessed","Keywords_survey","Keyword_count_survey","Keywords_pilot","Keyword_count_pilot","Categories_survey","Priority_scores_survey","Times_mentioned_survey","Respondents_survey","Categories_pilot","Priority_scores_pilot","Times_mentioned_pilot","Respondents_pilot","Keyword_respondents_survey"
"18","NTR","Blood Pressure","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"19","NTR","Blood_Pressure","pilot",NA,NA,"blood pressure,cardiovasculair,cardiovascular disease,coronary artery disease,health","1,1,1,1,1",NA,NA,NA,NA,"Physiology,Health,NA","0.67,0.33,0","1,1,39",1,NA
"20","NTR","Borg’s Rating of Perceived Exertion (RPE)","both","","","endurance,excercise,feelings,health","1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Health,NA","0.67,0.33,0","1,1,39",1,0
"21","NTR","Breastfeeding","both","","","development,health,newborns,nutrition,pediatrics","1,1,1,1,1","NA","NaN","192",0,"Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,0
"22","NTR","Brief Problem Monitor (BPM)","both","","","adhd,aggression,anxiety,attention,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"23","NTR","Buccal - DNA methylation","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"24","NTR","Buccal swab","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"25","NTR","buccal_DNAmethylation","pilot",NA,NA,"biological sample,buccal,cell counts,dna methylation,environment,epigenetics,gene expression,genetics,omics","1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"omics,Physiology,NA","0.67,0.33,0","1,1,38",1,NA
"26","NTR","buccal_swab","pilot",NA,NA,"biological sample,biomarkers,dna methylation,epigenetics,genetics,laboratory","1,1,1,1,1,1",NA,NA,NA,NA,"Physiology,NA","1,0","1,39",1,NA
"27","NTR","Bullying Victimization","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"28","NTR","Bullying_Victimization","pilot",NA,NA,"aggression,bullying,depression,developmental psychology,life event,psychology,trauma,victimization","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Life history,mental health,Social competence,Health,NA","0.33,0.33,0.22,0.11,0","1,1,1,1,38",1,NA
"29","NTR","Cantril ladder","both","","","happiness,life satisfaction,mental health,psychology,quality of life,wellbeing","1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,0
"30","NTR","Car, Relax, Alone, Forget, Friends, Trouble (CRAFFT) Screening Test","both","","","alcohol,drugs,mental health,peer pressure,psychology,risk seeking,risk taking,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Lifestyle,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,0
"31","NTR","Charity","both","","","","","NA","NaN","192",0,"Life history,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,0
"32","NTR","Child Behavior Checklist (CBCL)","both","externalizing,internalizing,problem behavior,psychopathology","1,1,1,1","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology,psychosis","1,1,1,1,1,1,1,1,1,1","Mental health,Social and emotional development,NA","0.67,0.33,0","1,1,192",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"33","NTR","Child care","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"34","NTR","Child_care","pilot",NA,NA,"development,education,environment,parent-child relationship,school","1,1,1,1,1",NA,NA,NA,NA,"Demographics,Life history,NA","0.5,0.5,0","1,1,39",1,NA
"35","NTR","Children’s Behavior Questionnaire (CBQ)","both","","","cognition,development,parent-child relationship,personality,psychology,temperament","1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"36","NTR","Compulsive Internet Use Scale (CIUS)","both","","","addiction,gaming,mental health,social media","1,1,1,1","Mental health,Personality,NA","0.67,0.33,0","1,1,192",1,"Lifestyle,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,1
"37","NTR","Computerized Neuropsychological Testing System (WEBcnp)","both","","","attention,cognition,executive functioning,inhibition control,memory,self control","1,1,1,1,1,1","NA","NaN","192",0,"Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,0
"38","NTR","Conflict subscale from the Family Environment Scale (FES)","both","","","abuse,aggression,conflict,environment,family functioning,mental health","1,1,1,1,1,1","NA","NaN","192",0,"Social competence,mental health,Parenting,NA","0.5,0.33,0.17,0","1,1,1,38",1,0
"39","NTR","Contraception Use","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"40","NTR","ContraceptionUse","pilot",NA,NA,"acne,birth control,females,health,hormones,medication","1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,NA
"41","NTR","Controlled Oral Word Association task (COWA)","both","","","cognition,language,memory","1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"42","NTR","Corsi block-tapping task","both","executive function,lab test,memory,working memory","1,1,1,1","cognition,executive functioning,memory,motor control","1,1,1,1","Social cognition and behavior,memory,NA","0.67,0.33,0","1,1,191",1,"Cognition,NA","1,0","1,39",1,1
"43","NTR","COSMED","both","","","endurance,excercise,health,lung capacity","1,1,1,1","NA","NaN","192",0,"Physiology,Health,NA","0.67,0.33,0","1,1,39",1,0
"44","NTR","COVID Experience","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"45","NTR","COVID Home Atmosphere","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"46","NTR","COVID Home School","survey","","",NA,NA,"Cognition,Social and emotional development,Parenting,NA","0.5,0.33,0.17,0","1,1,1,192",1,NA,NA,NA,NA,1
"47","NTR","COVID infection","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"48","NTR","COVID Parenting","survey","family background,rearing,upbringing","1,1,1",NA,NA,"Parenting,Social cognition and behavior,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,192",1,NA,NA,NA,NA,1
"49","NTR","COVID Work demographics of parents","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"50","NTR","COVID_Experience","pilot",NA,NA,"coping,covid,feelings,health,mental health,parent-child relationship,social behavior,somatic,wellbeing","1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Life history,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,NA
"51","NTR","COVID_HomeAtmosphere","pilot",NA,NA,"coping,covid,environment,family relationship,school,work","1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Parenting,Social competence,NA","0.5,0.33,0.17,0","1,1,1,39",1,NA
"52","NTR","COVID_HomeSchool","pilot",NA,NA,"coping,covid,education,parent-child relationship,school","1,1,1,1,1",NA,NA,NA,NA,"Life history,Demographics,Parenting,NA","0.5,0.33,0.17,0","1,1,1,39",1,NA
"53","NTR","COVID_infection","pilot",NA,NA,"covid,disease,environment,health,hospitailization,infection,mortality","1,1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Health,NA","0.67,0.33,0","1,1,39",1,NA
"54","NTR","COVID_Parenting","pilot",NA,NA,"coping,covid,parent-child relationship,parenting,wellbeing","1,1,1,1,1",NA,NA,NA,NA,"Life history,Parenting,NA","0.67,0.33,0","1,1,39",1,NA
"55","NTR","COVID_Workdemographics_parents","pilot",NA,NA,"covid,demographics,work","1,1,1",NA,NA,NA,NA,"Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,NA
"56","NTR","Demographics","both","","","age,demographics,education,gender,married status,nationality,neighborhood,religion,sex,social economic status","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"Demographics,NA","1,0","1,39",1,0
"57","NTR","Dental Development","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"58","NTR","Dental_Development","pilot",NA,NA,"cavities,dental,development,health,teething","1,1,1,1,1",NA,NA,NA,NA,"Physiology,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,NA
"59","NTR","Devereux Child Behavior (DCB) rating scale","both","","","adhd,aggression,anxiety,depression,developmental psychology,mental health,motor control,psychiatry,psychology,temperament","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"60","NTR","Diagnostic Interview Schedule (DIS)","both","","","adhd,apd,diagnosis,mdd,mental disorders,mental health,ocd,odd,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,0
"61","NTR","Dieting","both","","","anorexia,bulimia,diet,health,nutrition,obesity","1,1,1,1,1,1","NA","NaN","192",0,"Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,0
"62","NTR","Diffusion Tensor Imaging (DTI)","both","","","brain imaging,cognition,connectomics,dti,functional brain imaging,mri,structural brain imaging","1,1,1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"63","NTR","DNA - zygosity","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"64","NTR","DNA_zygosity","pilot",NA,NA,"buccal,demographics,dna,genetics,similarity,twins","1,1,1,1,1,1",NA,NA,NA,NA,"Demographics,Physiology,NA","0.67,0.33,0","1,1,39",1,NA
"65","NTR","Dutch Life Event Scale (Schokverwerkings Inventarisatie Lijst)","both","","","coping,life events,mental health,trauma,wellbeing","1,1,1,1,1","NA","NaN","192",0,"Life history,mental health,NA","0.67,0.33,0","1,1,38",1,0
"66","NTR","Dweck's forced-choice measure","both","","","cognition,executive functioning,perseverance,problem solving","1,1,1,1","NA","NaN","192",0,"Personality and individual differences,Cognition,NA","0.5,0.5,0","1,1,39",1,0
"67","NTR","Edinburgh handedness Inventory (EHI)","both","","","dominance,handedness,laterality,motor functioning","1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"68","NTR","Emotionality, Activity, and Sociability (EAS) Temperament Survey for Children","both","","","developmental psychology,emotional development,mental health,personality,social behavior,temperament","1,1,1,1,1,1","NA","NaN","192",0,"Personality and individual differences,NA","1,0","1,39",1,0
"69","NTR","Eriksen flanker task","both","","","attention,cognition,executive functioning,inhibition,motor control","1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"70","NTR","Exercise Benefits/Barriers Scale (EBBS)","both","","","excercise,feelings,health,motivation","1,1,1,1","Lifestyle,Physical health,NA","0.67,0.33,0","1,1,192",1,"Personality and individual differences,Lifestyle,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,1
"71","NTR","Explosive strength","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"72","NTR","Explosive_strength","pilot",NA,NA,"health,jump,legs,motor,strength","1,1,1,1,1",NA,NA,NA,NA,"Physiology,NA","1,0","1,39",1,NA
"73","NTR","EyeSight","both","","","eyes,glasses,health,optometry,sight","1,1,1,1,1","NA","NaN","192",0,"Physiology,Health,NA","0.67,0.33,0","1,1,39",1,0
"74","NTR","Family Composition","survey","demographics,divorce,mutiple birth,sibship size","1,1,1,1",NA,NA,"Demographics,sibship size,Life history,twins,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,190",1,NA,NA,NA,NA,1
"75","NTR","Family Situation","survey","household,living situation","1,1",NA,NA,"Demographics,Life history,NA","0.67,0.33,0","1,1,192",1,NA,NA,NA,NA,1
"76","NTR","Family_Composition","pilot",NA,NA,"demographics,divorce,family,fertility,half-siblings,parents,siblings,twinning","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,NA
"77","NTR","Family_Situation","pilot",NA,NA,"adoption,co-parenting,death,demographics,divorce,family,mixed families,orphan,widow","1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,NA
"78","NTR","Feeling Scale","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"79","NTR","Feeling_Scale","pilot",NA,NA,"feeling,happiness,mental health,psychology,satisfaction,wellbeing","1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,NA
"80","NTR","Feelings","both","mental health,mood","1,1","feelings,happiness,mental health,satisfaction,wellbeing","1,1,1,1,1","mood,Mental health,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,191",1,"mental health,Health,NA","0.67,0.33,0","1,1,38",1,1
"81","NTR","Flexibility","both","","","excercise,flexibility,health,motor","1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"82","NTR","fMRI","both","","","biology,brain imaging,cognition,functional brain imaging,mri,psychology","1,1,1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"83","NTR","Friendship","both","","","friendship,peer pressure,sibling competition,sibling interactions,social behavior","1,1,1,1,1","NA","NaN","192",0,"Social competence,Life history,NA","0.67,0.33,0","1,1,39",1,0
"84","NTR","GeneralHealth","both","","","disease,health,subjective health,wellbeing","1,1,1,1","NA","NaN","192",0,"Health,NA","1,0","1,39",1,0
"85","NTR","Genotyping","both","","","ancestry,biological sample,dna,genes,genomics,genotyping,gwas,pcs,snps","1,1,1,1,1,1,1,1,1","NA","NaN","192",0,"omics,Physiology,Demographics,NA","0.5,0.33,0.17,0","1,1,1,38",1,0
"86","NTR","Handedness","both","","","dominance,handedness,laterality,motor development","1,1,1,1","Physiology,NA","1,0","1,192",1,"Physiology,NA","1,0","1,39",1,1
"87","NTR","Handedness questionnaire","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"88","NTR","Handedness_questionnaire","pilot",NA,NA,"ambidexterous,dominance,handedness,laterality,motor development","1,1,1,1,1",NA,NA,NA,NA,"Physiology,NA","1,0","1,39",1,NA
"89","NTR","Handgrip","both","","","excercise,health,muscle,strength","1,1,1,1","NA","NaN","192",0,"Physiology,NA","1,0","1,39",1,0
"90","NTR","Health - Diseases","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"91","NTR","Health - Diseases ACTION","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"92","NTR","Health - Diseases birth","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"93","NTR","Health - migraine","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"94","NTR","Health_Diseases","pilot",NA,NA,"allergies,asthma,cancer,cardiovascular disease,diabetes,diseases,doctor visit,handicaps,health,hospitalization","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,NA","1,0","1,39",1,NA
"95","NTR","Health_Diseases_ACTION","pilot",NA,NA,"allergies,asthma,diabetes,diseases,flu,handicaps,health,infection,inflammation,meazles","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,NA","1,0","1,39",1,NA
"96","NTR","Health_Diseases_birth","pilot",NA,NA,"5th disease,birth,cardiovascular disease,development,diseases,health,hospitalization,incubator,metabolic disorder,rs-virus","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,Life history,NA","0.67,0.33,0","1,1,39",1,NA
"97","NTR","Health_migraine","pilot",NA,NA,"auras,headache,health,mental health,migraine,pain,stress","1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,Life history,mental health,NA","0.5,0.33,0.17,0","1,1,1,38",1,NA
"98","NTR","Heart Rate","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"99","NTR","Heart_Rate","pilot",NA,NA,"biology,cardiovasculair,cardiovascular disease,coronary artery disease,excercise,health,heart","1,1,1,1,1,1,1",NA,NA,NA,NA,"Physiology,Health,NA","0.67,0.33,0","1,1,39",1,NA
"100","NTR","Iowa gambling task (IGT)","both","","","cognition,decision making,impulsivity,inhibition,problem solving,psychology,risk seeking,risk taking","1,1,1,1,1,1,1,1","Mental health,NA","1,0","1,192",1,"Personality and individual differences,Cognition,Social competence,NA","0.4,0.4,0.2,0","1,1,1,39",1,1
"101","NTR","Language Development","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"102","NTR","Language_Development","pilot",NA,NA,"cognition,development,language,stuttering","1,1,1,1",NA,NA,NA,NA,"Life history,Cognition,NA","0.67,0.33,0","1,1,39",1,NA
"103","NTR","Leisure Activities","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"104","NTR","LeisureActivities","pilot",NA,NA,"excercise,games,gaming,hobbies,life style,music,playing,reading,sport,tv","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Lifestyle,NA","1,0","1,39",1,NA
"105","NTR","Life Event","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"106","NTR","Life_Event","pilot",NA,NA,"chronic disease,coping,death,environment,life events,mental health,stress,trauma","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Life history,mental health,NA","0.67,0.33,0","1,1,38",1,NA
"107","NTR","Lifestyle - Substance Use","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"108","NTR","Lifestyle - Substance Use pregnancy","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"109","NTR","Lifestyle_SubstanceUse","pilot",NA,NA,"additiction,drinking,drugs,life style,smoking,substance abuse,substance use","1,1,1,1,1,1,1",NA,NA,NA,NA,"Lifestyle,Health,mental health,Life history,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,38",1,NA
"110","NTR","Lifestyle_SubstanceUse_pregnancy","pilot",NA,NA,"addiction,alcohol,drinking,drugs,fetal alcohol syndrome,lifestyle,pregnancy,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Lifestyle,Health,Life history,mental health,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,38",1,NA
"111","NTR","Loneliness Scale","survey","","",NA,NA,"Mental health,Demographics,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,192",1,NA,NA,NA,NA,1
"112","NTR","Loneliness_Scale","pilot",NA,NA,"depression,friendships,happiness,isolation,loneliness,mental health,psychology,wellbeing","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,NA
"113","NTR","McMaster Family Assessment Device - General Functioning Scale","both","","","abuse,coping,family functioning,psychology,support","1,1,1,1,1","NA","NaN","192",0,"Social competence,Health,mental health,Life history,Parenting,NA","0.33,0.22,0.22,0.11,0.11,0","1,1,1,1,1,38",1,0
"114","NTR","Medication Supplement Use - pregnancy","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"115","NTR","Medication Use","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"116","NTR","MedicationSupplementUse_pregnancy","pilot",NA,NA,"health,medication,metabolism,nutrition,pregnancy,supplements","1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Health,NA","0.67,0.33,0","1,1,39",1,NA
"117","NTR","MedicationUse","pilot",NA,NA,"disease,health,medication,metabolism,supplements","1,1,1,1,1",NA,NA,NA,NA,"Health,Life history,NA","0.67,0.33,0","1,1,39",1,NA
"118","NTR","Mental Rotations Test (MRT)","both","","","cognition,executive functioning,intelligence,mental rotation,non-verbal iq,spatial processing","1,1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"119","NTR","monetary-choice questionnaire","pilot",NA,NA,"cognition,delay inhibition,executive functioning,impulsiveness,inhibition,self control","1,1,1,1,1,1",NA,NA,NA,NA,"Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,NA
"120","NTR","Monetary-choice questionnaire","survey","","",NA,NA,"Personality,NA","1,0","1,192",1,NA,NA,NA,NA,1
"121","NTR","Motor_Development","both","","","health,motor control,motor development,walking","1,1,1,1","NA","NaN","192",0,"Physiology,Health,NA","0.67,0.33,0","1,1,39",1,0
"122","NTR","MRI","both","","","brain imaging,cognition,development,functional brain imaging,mri,psychology,structural brain imaging","1,1,1,1,1,1,1","Physiology,NA","1,0","1,192",1,"Physiology,NA","1,0","1,39",1,1
"123","NTR","N-back task","both","","","attention,cognition,executive functioning,memory","1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"124","NTR","Nutrition Pregnancy","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"125","NTR","Nutrition_Pregnancy","pilot",NA,NA,"diet,health,nutrition,pregnancy","1,1,1,1",NA,NA,NA,NA,"Life history,Lifestyle,NA","0.67,0.33,0","1,1,39",1,NA
"126","NTR","One or Three Minutes Reading Task","both","","","cognition,development,executive functioning,language,reading,verbal fluency","1,1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"127","NTR","Parenting Style","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"128","NTR","ParentingStyle","pilot",NA,NA,"parent-child relationship,parenting","1,1",NA,NA,NA,NA,"Parenting,NA","1,0","1,39",1,NA
"129","NTR","Physical Activities","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"130","NTR","Physical characteristics","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"131","NTR","Physical_characteristics","pilot",NA,NA,"antropometrics,eyes,hair,physical characteristics,skin","1,1,1,1,1",NA,NA,NA,NA,"Physiology,NA","1,0","1,39",1,NA
"132","NTR","PhysicalActivities","pilot",NA,NA,"excercise,health,life style,sport","1,1,1,1",NA,NA,NA,NA,"Lifestyle,Health,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,NA
"133","NTR","Pregnancy - Course Duration","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"134","NTR","Pregnancy - Problems","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"135","NTR","Pregnancy - Questions","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
"136","NTR","Pregnancy_CourseDuration","pilot",NA,NA,"gestation,health,pregnancy,preterm","1,1,1,1",NA,NA,NA,NA,"Life history,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,NA
"137","NTR","Pregnancy_Problems","pilot",NA,NA,"deficiencies,disease,eclampsia,gestational diabetes,health,nutrition,pregnancy,twin-to-twin transfusion","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Health,Life history,NA","0.67,0.33,0","1,1,39",1,NA
"138","NTR","Pregnancy_Questions","pilot",NA,NA,"birth,conception,fertility,health,hormones,miscariages,pregnancy,twinning","1,1,1,1,1,1,1,1",NA,NA,NA,NA,"Life history,Health,NA","0.67,0.33,0","1,1,39",1,NA
"139","NTR","Pubertal Development","survey","puberty,tanner","1,1",NA,NA,"Physical health,NA","1,0","1,192",1,NA,NA,NA,NA,1
"140","NTR","Pubertal_Development","pilot",NA,NA,"development,hair growth,health,menstruation,puberty,secondary sexual characteristics","1,1,1,1,1,1",NA,NA,NA,NA,"Physiology,NA","1,0","1,39",1,NA
"141","NTR","RAKIT","both","","","attention,cognition,cognitive functioning,executive functioning,intelligence,memory,non-verbal intelligence,spatial reasoning","1,1,1,1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"142","NTR","Raven Standard Progressive matrixes","both","","","attention,cognition,executive functioning,intelligence,memory,non-verbal intelligence,spatial perception,spatial reasoning","1,1,1,1,1,1,1,1","NA","NaN","192",0,"Cognition,NA","1,0","1,39",1,0
"143","NTR","Reading - Writing","survey","","",NA,NA,"NA","NaN","192",0,NA,NA,NA,NA,0
