"","Instrument_name","Keywords","Keyword_count","Keyword_respondents","Categories","Priority_scores","Times_mentioned","Respondents"
"42","47_Length, head circumference, weight and vaccinations","anthropometry,body measures,growth,physical characteristics,physical information","1,1,1,1,1",3,"Physiology,Physical health,physical growth/development,NA","0.56,0.33,0.11,0","2,1,1,74",3
"43","48_Lifestyle (DEMO, LFST).","lifestyle,addiction,adversity,alcohol,daily life,drugs,exposure,habits,health,illness,medication use,pregnancy,problems,questionnaire,self-report,sickness,smoking,substance abuse","2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2,"Lifestyle,Physical health,Mental health,Physiology,NA","0.4,0.35,0.15,0.1,0","2,2,2,1,75",2
"44","49_List of longterm stressful life events","life events,stress,chronic,demographics,longterm,questionnaire,self-report,strain,stressful life events,stressor","2,2,1,1,1,1,1,1,1,1",3,"Life history,Demographics,stress,Mental health,questionnaire,Physical health,NA","0.5,0.13,0.13,0.11,0.07,0.06,0","2,1,1,1,1,1,73",3
"45","5_Alabama Parenting Questionnaire (APQ)","parenting,discipline,parental involvement,questionnaire","2,1,1,1",2,"Parenting,NA","1,0","2,75",2
"46","50_Looking While Listening","looking behavior,visual processing,attention,eye tracking,eyetracking,images,language,language development,language processing,objects,saccades,viewing behavior,visual world paradigm,words","2,2,1,1,1,1,1,1,1,1,1,1,1,1",3,"Cognition,Social cognition and behavior,Social and emotional development,neural processing,eyetracking,looking behavior,experiment,NA","0.3,0.26,0.11,0.11,0.1,0.07,0.06,0","2,2,1,1,1,1,1,71",3
"47","51_Major life events","life events,stress,adversity,demographics,trauma","2,2,1,1,1",3,"Life history,stress,Demographics,Mental health,environmental factors ,questionnaire,NA","0.42,0.22,0.13,0.08,0.08,0.07,0","2,2,1,1,1,1,71",3
"48","52_Media use","computer games,gaming,media use,social media","1,1,1,1",1,"Lifestyle,Personality,NA","0.67,0.33,0","1,1,75",1
"49","53_Movies and series (FVL-2)","media use,demographics,media behavior,media preference","2,1,1,1",2,"Lifestyle,Demographics,media use,Personality,questionnaire,NA","0.33,0.2,0.2,0.17,0.1,0","1,1,1,1,1,73",2
"50","54_NEO-Five Factor Inventory-3 (NEO-FFI-3)","personality,big five (?)","2,1",2,"Personality,questionnaire,NA","0.83,0.17,0","2,1,74",2
"51","55_Network Relationships Inventory - Short Form (NRI-SF)","parenting,relations,relationship quality,relationships,siblings,social environment,social network,social relations","2,1,1,1,1,1,1,1",3,"Parenting,Social and emotional development,Social cognition and behavior,social environment,NA","0.44,0.39,0.11,0.06,0","2,3,1,1,74",3
"52","56_Nijmeegse Opvoedvragenlijst (NOV)","","",0,"NA","NaN","75",0
"53","57_Nijmeegse Ouderlijke Stress Index (NOSI)/Parental Stress Index (PSI)","parental competence,parental self-efficacy,parental stress","1,1,1",1,"Parenting,parental cognitions,NA","0.67,0.33,0","1,1,74",1
"54","58_Parent child interaction (PCI)","child,communication,compliance,conflict,cooperation,coping,interaction,observation,parent,parent-child relationship,parent child interaction,parent child relationship,parental authority,parental behavior,parenting,play,social interaction","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3,"Parenting,Social cognition and behavior,parent-child relationship,Social and emotional development,communication,observation,Personality,NA","0.3,0.23,0.13,0.13,0.1,0.07,0.05,0","3,2,1,2,1,1,1,72",3
"55","59_Parental Control Scale (PCS)","discipline,parent-child relationship,parental authority,parental control,parenting","1,1,1,1,1",1,"Parenting,Social and emotional development,Personality,Cognition,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,75",1
"56","6_Anatomy experiment (MRI)","brain development,mri,anatomy,brain,brain anatomy,brain structure,imaging,morphology,neural development,neuroimaging,smri,strucutral mri","2,2,1,1,1,1,1,1,1,1,1,1",3,"Physiology,neuroimaging,brain development,Physical health,Mental health,NA","0.39,0.33,0.11,0.08,0.08,0","2,1,1,1,1,73",3
"57","60_Parenting Dimensions Inventory (PDI)","inventory,parenting,parenting dimensions,parenting style,questionnaire,self-report","1,1,1,1,1,1",1,"Parenting,Social cognition and behavior,Lifestyle,Social and emotional development,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,75",1
"58","61_Peabody Picture Vocabulary Task (PPVT)","child,computer task,language,pictures,receptive language,receptive language skills,receptive vocabulary,vocabulary,words","1,1,1,1,1,1,1,1,1",2,"Social and emotional development,receptive language,Social cognition and behavior,receptive vocabulary,Cognition,computer task,NA","0.25,0.25,0.17,0.17,0.08,0.08,0","1,1,1,1,1,1,72",2
"59","62_Penn Emotion Recognition test","emotion recognition,affective processing,emotion,emotion processing,emotional development,empathy,face processing,social cognition","2,1,1,1,1,1,1,1",3,"Social and emotional development,Social cognition and behavior,Cognition,experiment,NA","0.39,0.28,0.22,0.11,0","3,2,2,1,74",3
"60","63_Penn Motor Praxis test","motor development,praxis,sensorimotor ability","1,1,1",1,"motor development,Physical health,Mental health,NA","0.5,0.25,0.25,0","1,1,1,74",1
"61","64_Penn Word Memory test","memory,cognitive control,language,measure,recall,task,test,verbal,verbal memory,verbs,words","2,1,1,1,1,1,1,1,1,1,1",2,"Cognition,verbal memory,frontal lobe function,NA","0.5,0.33,0.17,0","2,1,1,73",2
"62","65_Periconceptual health","birth,health,pregnancy,medical,periconceptual health,perinatal","2,2,2,1,1,1",2,"Physical health,Mental health,Lifestyle,Life history,pregnancy,NA","0.46,0.21,0.12,0.12,0.07,0","2,1,1,1,1,74",2
"63","66_Portrait values questionnaire - revised (PVQ-RR)","questionnaire,schwartz,theory of values,values","1,1,1,1",1,"Personality,Lifestyle,Parenting,Social cognition and behavior,Social and emotional development,NA","0.33,0.27,0.2,0.13,0.07,0","1,1,1,1,1,75",1
"64","67_Pubertal development scale (PDS)","puberty,development,gender,gender development,hormones,physical development,physical health,pubertal development,sex,sexe","2,1,1,1,1,1,1,1,1,1",4,"Physiology, pubertal development ,Physical health,physical development,gender development,Social and emotional development,questionnaire,NA","0.25,0.25,0.17,0.1,0.1,0.08,0.05,0","1,1,1,1,1,1,1,71",4
"65","68_Quick Big Five (QBF)","","",2,"Personality,Mental health,questionnaire,NA","0.67,0.17,0.17,0","2,1,1,74",2
"66","69_Reading behavior (FVL-1)","cognition,language","1,1",1,"Cognition,language,questionnaire,NA","0.4,0.4,0.2,0","1,1,1,73",1
"67","7_Behavior Questionnaire (IBQ-R SF, ECBQ, CBQ, TMCQ)","temperament,behavior,child,control,coping,emotion regulation,emotions,personality,questionnaire,self-regulation","2,1,1,1,1,1,1,1,1,1",2,"Social and emotional development,self-regulation,Personality,NA","0.5,0.33,0.17,0","2,1,1,74",2
"68","70_Resting state experiment (rsMRI)","brain acitivity,brain connectivity,brain functioning,brain networks,functional mri,resting state","1,1,1,1,1,1",1,"Cognition,Physiology,brain functioning,NA","0.5,0.33,0.17,0","1,1,1,74",1
"69","71_Sleep self report (SSR)","sleep,child,problematic sleep,questionnaire,sleeping behavior","2,1,1,1,1",2,"Physiology,Physical health,Lifestyle,Mental health,NA","0.33,0.25,0.25,0.17,0","1,1,2,1,75",2
"70","72_Social Responsiveness Scale for Adults (SRS-A)","autism,autism spectrum,autistic traits,psychopathology,social cognition,social responsiveness,social skills,subclinical traits","1,1,1,1,1,1,1,1",1,"Mental health,Social cognition and behavior,Personality,Social and emotional development,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,75",1
"71","73_Social Support List (SSL)","","",0,"NA","NaN","75",0
"72","74_Spoken language in child's environment and Clinical Evaluation of Language Fundamentals (CELF-4 pragmatics)","childhood,language development","1,1",1,"Cognition,language,childhood,questionnaire,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,72",1
"73","75_Strengths and difficulties questionnaire (SDQ)","behavioral problems,social competence,difficulties,externalizing problems,internalizing problems,peer relations,personality,problem behavior,prosocial behavior,psychopathology,psychosocial development,psychosocial problems,questionnaire,social cognition,social skills,strengths","2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1",4,"Social and emotional development,Personality,Mental health,psychosocial problems,Social cognition and behavior,Cognition,NA","0.35,0.22,0.14,0.12,0.12,0.04,0","4,3,3,1,2,1,74",4
"74","76_Teacher Report Form (TRF)","childhood,externalizing problems,internalizing problems,mental health,psychopathology,social and emotional development","1,1,1,1,1,1",2,"Mental health,psychosocial problems,Social and emotional development,psychopathology,questionnaire,childhood,NA","0.29,0.25,0.17,0.12,0.08,0.08,0","2,1,1,1,1,1,71",2
"75","77_The Children's Behavior Questionnaire (CBQ)","behavior,childhood,development,personality,temperament","1,1,1,1,1",1,"Personality,Social and emotional development,Cognition,NA","0.5,0.33,0.17,0","1,1,1,75",1
"76","78_The Early Childhood Behavior Questionnaire (ECBQ)","","",0,"NA","NaN","75",0
"77","79_The Temperament in Middle Childhood Questionnaire (TMCQ)","affect,behavioral control,effortful control,emotion regulation,personality,psychology,temperament","1,1,1,1,1,1,1",2,"Personality,Social cognition and behavior,Social and emotional development,Mental health,NA","0.31,0.29,0.29,0.11,0","2,2,2,1,75",2
"78","8_Behavioral inhibition scale (BIS) and risk behavior (substance (ab)use)","behavioral control,inhibition,cognitive control,effortful control,frontal lobe,impulsivity,personality,risk behavior,self control,substance abuse","2,2,1,1,1,1,1,1,1,1",2,"Mental health,Personality,Cognition,self control,NA","0.42,0.33,0.17,0.08,0","2,2,1,1,74",2
"79","80_Trust game","social cognition,prosocial behavior,social behavior,social competence,trust","2,1,1,1,1",2,"Social cognition and behavior,Social and emotional development,Personality,experiment,NA","0.5,0.33,0.08,0.08,0","2,2,1,1,74",2
"80","81_Utrechtse Coping Lijst (UCL)","behavior,cognition,coping,coping strategy,coping style,problems,questionnaire,self-report","1,1,1,1,1,1,1,1",1,"Social cognition and behavior,Social and emotional development,Cognition,Personality,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,75",1
"81","82_Wechsler Adult Intelligence Scale (WAIS) ","cognition,iq,adulthood,intelligence","2,2,1,1",3,"Cognition,iq,intelligence,adulthood,NA","0.58,0.22,0.13,0.07,0","3,1,1,1,72",3
"82","83_Wechsler Intelligence Scale for Children (WISC-III) ","intelligence,childhood,children,cognition,cognitive development,iq","2,1,1,1,1,1",3,"Cognition,iq,intelligence,childhood,NA","0.58,0.22,0.13,0.07,0","3,1,1,1,72",3
"83","84_Wechsler Preschool and Primary Scale of Intelligence (WPPSI)","iq,,child,intelligence,iq measure","2,1,1,1,1",2,"Cognition,iq,intelligence,NA","0.33,0.33,0.33,0","2,1,1,73",2
"84","85_Work demographics","","",0,"NA","NaN","75",0
"85","9_Blood","dna,,biological material,biological measures,biological sample,biomedical material,blood,epigenetics,genetics,hereditary,hormones,venipuncture","2,1,1,1,1,1,1,1,1,1,1,1",2,"Physiology,Physical health,Lifestyle,NA","0.83,0.11,0.06,0","3,1,1,75",3
