"","Instrument_name","Keywords","Keyword_count","Keyword_respondents","Categories","Priority_scores","Times_mentioned","Respondents"
"37","131_Urine - LC-MS, Amines","","",0,"NA","NaN","183",0
"38","132_Urine- LC-MS, steroids","","",0,"NA","NaN","183",0
"39","133_Urine steroids","","",0,"NA","NaN","183",0
"40","134_Vaccinations","","",0,"NA","NaN","183",0
"41","135_VU_AMS","","",0,"NA","NaN","183",0
"42","136_Wechsler Abbreviated Scale of Intelligence (WASI)","","",0,"NA","NaN","183",0
"43","137_Wechsler Intelligence Scale for Children-III (WISC-III)","cognition,iq","1,1",1,"Cognition,NA","1,0","1,183",1
"44","138_Wellbeing","","",0,"NA","NaN","183",0
"45","139_Workdemographics parents","","",1,"Demographics,Life history,NA","0.67,0.33,0","1,1,183",1
"46","14_Blood Pressure","","",0,"NA","NaN","183",0
"47","140_Youth Self Report (YSR)","","",0,"NA","NaN","183",0
"48","141_Zygosity - resemblance","","",0,"NA","NaN","183",0
"49","15_Borg’s Rating of Perceived Exertion (RPE)","","",0,"NA","NaN","183",0
"50","16_Breastfeeding","","",0,"NA","NaN","183",0
"51","17_Brief Problem Monitor (BPM)","","",0,"NA","NaN","183",0
"52","18_Buccal - DNA methylation","","",0,"NA","NaN","183",0
"53","19_Buccal swab","","",0,"NA","NaN","183",0
"54","2_Aandachttekort Stoornis met Hyperactiviteit (ASH)","","",0,"NA","NaN","183",0
"55","20_Bullying Victimization","","",0,"NA","NaN","183",0
"56","21_Cantril ladder","","",0,"NA","NaN","183",0
"57","22_Car, Relax, Alone, Forget, Friends, Trouble (CRAFFT) Screening Test","","",0,"NA","NaN","183",0
"58","23_Charity","","",0,"NA","NaN","183",0
"59","24_Child Behavior Checklist (CBCL)","externalizing,internalizing,problem behavior,psychopathology","1,1,1,1",1,"Mental health,Social and emotional development,NA","0.67,0.33,0","1,1,183",1
"60","25_Child care","","",0,"NA","NaN","183",0
"61","26_Children’s Behavior Questionnaire (CBQ)","","",0,"NA","NaN","183",0
"62","27_Compulsive Internet Use Scale (CIUS)","","",1,"Mental health,Personality,NA","0.67,0.33,0","1,1,183",1
"63","28_Computerized Neuropsychological Testing System (WEBcnp)","","",0,"NA","NaN","183",0
"64","29_Conflict subscale from the Family Environment Scale (FES)","","",0,"NA","NaN","183",0
"65","3_ACTION - Vitamin","","",0,"NA","NaN","183",0
"66","30_Contraception Use","","",0,"NA","NaN","183",0
"67","31_Controlled Oral Word Association task (COWA)","","",0,"NA","NaN","183",0
"68","32_Corsi block-tapping task","executive function,lab test,memory,working memory","1,1,1,1",1,"Social cognition and behavior,memory,NA","0.67,0.33,0","1,1,182",1
"69","33_COSMED","","",0,"NA","NaN","183",0
"70","34_COVID Experience","","",0,"NA","NaN","183",0
"71","35_COVID Home Atmosphere","","",0,"NA","NaN","183",0
"72","36_COVID Home School","","",1,"Cognition,Social and emotional development,Parenting,NA","0.5,0.33,0.17,0","1,1,1,183",1
"73","37_COVID infection","","",0,"NA","NaN","183",0
"74","38_COVID Parenting","family background,rearing,upbringing","1,1,1",1,"Parenting,Social cognition and behavior,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,183",1
"75","39_COVID Work demographics of parents","","",0,"NA","NaN","183",0
"76","4_Activation-Deactivation Adjective Checklist (ADACL)","","",0,"NA","NaN","183",0
"77","40_Demographics","","",0,"NA","NaN","183",0
"78","41_Dental Development","","",0,"NA","NaN","183",0
"79","42_Devereux Child Behavior (DCB) rating scale","","",0,"NA","NaN","183",0
"80","43_Diagnostic Interview Schedule (DIS)","","",0,"NA","NaN","183",0
"81","44_Dieting","","",0,"NA","NaN","183",0
"82","45_Diffusion Tensor Imaging (DTI)","","",0,"NA","NaN","183",0
"83","46_DNA - zygosity","","",0,"NA","NaN","183",0
"84","47_Dutch Life Event Scale (Schokverwerkings Inventarisatie Lijst)","","",0,"NA","NaN","183",0
"85","48_Dweck's forced-choice measure","","",0,"NA","NaN","183",0
"86","49_Edinburgh handedness Inventory (EHI)","","",0,"NA","NaN","183",0
"87","5_Adult Self Report (ASR)","","",0,"NA","NaN","183",0
"88","50_Emotionality, Activity, and Sociability (EAS) Temperament Survey for Children","","",0,"NA","NaN","183",0
"89","51_Eriksen flanker task","","",0,"NA","NaN","183",0
"90","52_Exercise Benefits/Barriers Scale (EBBS)","","",1,"Lifestyle,Physical health,NA","0.67,0.33,0","1,1,183",1
"91","53_Explosive strength","","",0,"NA","NaN","183",0
"92","54_EyeSight","","",0,"NA","NaN","183",0
"93","55_Family Composition","demographics,divorce,mutiple birth,sibship size","1,1,1,1",1,"Demographics,sibship size,Life history,twins,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,181",1
"94","56_Family Situation","household,living situation","1,1",1,"Demographics,Life history,NA","0.67,0.33,0","1,1,183",1
"95","57_Feeling Scale","","",0,"NA","NaN","183",0
"96","58_Feelings","mental health,mood","1,1",1,"mood,Mental health,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,182",1
"97","59_Flexibility","","",0,"NA","NaN","183",0
"98","6_Amsterdam Neuropsychological Tasks (ANT)","","",0,"NA","NaN","183",0
"99","60_fMRI","","",0,"NA","NaN","183",0
"100","61_Friendship","","",0,"NA","NaN","183",0
"101","62_GeneralHealth","","",0,"NA","NaN","183",0
"102","63_Genotyping","","",0,"NA","NaN","183",0
"103","64_Handedness","","",1,"Physiology,NA","1,0","1,183",1
"104","65_Handedness questionnaire","","",0,"NA","NaN","183",0
"105","66_Handgrip","","",0,"NA","NaN","183",0
"106","67_Health - Diseases","","",0,"NA","NaN","183",0
"107","68_Health - Diseases ACTION","","",0,"NA","NaN","183",0
"108","69_Health - Diseases birth","","",0,"NA","NaN","183",0
"109","7_Anthropometry","","",0,"NA","NaN","183",0
"110","70_Health - migraine","","",0,"NA","NaN","183",0
"111","71_Heart Rate","","",0,"NA","NaN","183",0
"112","72_Iowa gambling task (IGT)","","",1,"Mental health,NA","1,0","1,183",1
"113","73_Language Development","","",0,"NA","NaN","183",0
"114","74_Leisure Activities","","",0,"NA","NaN","183",0
"115","75_Life Event","","",0,"NA","NaN","183",0
"116","76_Lifestyle - Substance Use","","",0,"NA","NaN","183",0
"117","77_Lifestyle - Substance Use pregnancy","","",0,"NA","NaN","183",0
"118","78_Loneliness Scale","","",1,"Mental health,Demographics,Social and emotional development,NA","0.5,0.33,0.17,0","1,1,1,183",1
"119","79_McMaster Family Assessment Device - General Functioning Scale","","",0,"NA","NaN","183",0
"120","8_Apgar","early life,perinatal","1,1",1,"Physical health,NA","1,0","1,183",1
"121","80_Medication Supplement Use - pregnancy","","",0,"NA","NaN","183",0
"122","81_Medication Use","","",0,"NA","NaN","183",0
"123","82_Mental Rotations Test (MRT)","","",0,"NA","NaN","183",0
"124","83_Monetary-choice questionnaire","","",1,"Personality,NA","1,0","1,183",1
"125","84_Motor_Development","","",0,"NA","NaN","183",0
"126","85_MRI","","",1,"Physiology,NA","1,0","1,183",1
"127","86_N-back task","","",0,"NA","NaN","183",0
"128","87_Nutrition Pregnancy","","",0,"NA","NaN","183",0
"129","88_One or Three Minutes Reading Task","","",0,"NA","NaN","183",0
"130","89_Parenting Style","","",0,"NA","NaN","183",0
"131","9_Attention Problem (AP) items of the Child Behavior Checklist (CBCL)","","",0,"NA","NaN","183",0
"132","90_Physical characteristics","","",0,"NA","NaN","183",0
"133","91_Physical Activities","","",0,"NA","NaN","183",0
"134","92_Pregnancy - Course Duration","","",0,"NA","NaN","183",0
"135","93_Pregnancy - Problems","","",0,"NA","NaN","183",0
"136","94_Pregnancy - Questions","","",0,"NA","NaN","183",0
"137","95_Pubertal Development","puberty,tanner","1,1",1,"Physical health,NA","1,0","1,183",1
"138","96_RAKIT","","",0,"NA","NaN","183",0
"139","97_Raven Standard Progressive matrixes","","",0,"NA","NaN","183",0
"140","98_Reading the Mind in the Eyes task","","",0,"NA","NaN","183",0
"141","99_Reading - Writing","","",0,"NA","NaN","183",0
