"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"40","134_Motor development","development,independence,language,milestones,motor,motor skills,physiology,social competence,social skills","1,1,1,1,1,1,1,1,1","Life history,Personality and individual differences,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"41","135_Movement (exercise)","excercise,leisure time,sedentary behavior,sport","1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"42","136_MRI","imaging,mri,physiology,structural imaging","1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"43","137_MRI brain imaging","brain imaging,brain morphology,brain structure,connectivity,dti,fmri,functional brain imaging,imaging,mri,structural brain imaging","1,1,1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"44","138_Multidimensional Scale of Perceived Social Support","coping,friendships,peers,relationships,social comepetence,support","1,1,1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"45","139_Nasal and nasalpharyngeal swabs for examination of bacterial carriage","bacceria,biological sample,biomarker,infection,swabs","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"46","14_Behavioural inhibition and behavioural activation (BIS/BAS).","arousal,behavior,impulsivity,inhibition,psychology","1,1,1,1,1","Personality and individual differences,mental health,NA","0.5,0.5,0","1,1,38",1,"GenR"
"47","140_Neonatal Perception Inventory, perception of own infant","behavior,parenting,pregnancy,psychology","1,1,1,1","Life history,Personality and individual differences,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"48","141_Neuropsychological development (NEPSY-II)","attention,cognition,development,executive functioning,language,learning,memory,psychology,spatial reasoning","1,1,1,1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"49","142_Nijmeegse parental stress index","coping,parenting,stress","1,1,1","mental health,Parenting,NA","0.67,0.33,0","1,1,38",1,"GenR"
"50","143_Non-verbal IQ: Snijders-Oomen Niet-verbale intelligentie Test–Revisie (SON-R 2 1?2-7)","cognition,non-verbal intelligence,problem solving,spatial reasoning","1,1,1,1","Cognition,NA","1,0","1,39",1,"GenR"
"51","144_Obstructive Sleep Apnea (OSA) questionnaire","apnea,health,sleep","1,1,1","Health,NA","1,0","1,39",1,"GenR"
"52","145_Opportunity for Prosocial Actions","friendships,peers,prosocial behavior,relationships,social competence","1,1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"53","146_Parental bonding inventory","attachment,parent-child relationship,parenting,relationships,support","1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"54","147_Parental sensitivity","parent-child relationship,parenting,support","1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"55","148_Parenting practices","parent-child relationship,parenting","1,1","Parenting,NA","1,0","1,39",1,"GenR"
"56","149_Pediatric daytime sleepiness scale (PDSS)","development,health,sleep","1,1,1","Health,NA","1,0","1,39",1,"GenR"
"57","15_Berkeley Puppet","anxiety,bullying,depression,externalizing behavior,hostility,internalizing behavior,interview,peers,psychology,victimization","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"58","150_Perceived parental rearing","parent-child relationship,parenting","1,1","Parenting,NA","1,0","1,39",1,"GenR"
"59","151_Perceived stress.","coping,psychology,stress,wellbeing","1,1,1,1","mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"60","152_Personal circumstances (incl. income) - GLOBE","demographics,family compostion,finance,income,social economic status,work","1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"61","153_Physical appearance","imaging,physical characteristics,physiology","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"62","154_Physical characteristics (hair, eye, skin color mother and child)","physical characteristics,physiology","1,1","Physiology,NA","1,0","1,39",1,"GenR"
"63","155_Physical exercise ","covid,excercise,health,lifestyle,sedentary behavior,sport","1,1,1,1,1,1","Lifestyle,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"64","156_Physical health (chronic somatic diseases)","allergies,chronic disorders,diabetes,diseases,handicaps,health,medical care,somatic complaints","1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"65","157_Pittsburgh Sleep Quality Index (PSQI), 9 items","health,insomnia,sleep","1,1,1","Health,NA","1,0","1,39",1,"GenR"
"66","158_Placental haeomynamics including resistance indices of the uterine and umbilical arteries","arteries,imaging,pregnancy","1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"67","159_Playing outside","excercise,hobbies,leisure time,play,sedentary behavior,sports","1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"68","16_Block Child Rearing Practices Report, abbreviated","nurturing,parent-child relationship,parenting","1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"69","160_Postnatal emotional problems and treatment","anxiety,birth,depression,diagnosis,emotion,medical care,postpartum depression,pregnancy,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Life history,NA","0.67,0.33,0","1,1,38",1,"GenR"
"70","161_Pregnancy complications and outcomes ","birth,complications,gestational diabetes,health,heat cot,pregnancy,preterm","1,1,1,1,1,1,1","Health,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"71","162_Pregnancy outcome list","anxiety,depression,health,mental health,pregnancy,psychology","1,1,1,1,1,1","Life history,Health,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"72","163_Pre-school, after-school and out-of school care","child care,demographics,education,school","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"73","164_Previous pregnancies","abortions,birth,breastfeeding,delivery,diseases,gestational age,health,life history,miscarriages,pregnancy","1,1,1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"GenR"
"74","165_Prosocial behavior - SDQ","developmental psychology,empathy,prosocial behavior,psychology,social competence,social skills","1,1,1,1,1,1","mental health,Social competence,NA","0.67,0.33,0","1,1,38",1,"GenR"
"75","166_Prosocial Tendencies Measures","empathy,prosocial behavior,psychology,social competence,social skills","1,1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"76","167_Psychological assistence ","diagnosis,medical care,mental health,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1,1","mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"77","168_Pubertal development","development,health,life history,puberty,secondary sexual characteristics","1,1,1,1,1","Life history,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"78","169_Ravens advanced progressive matrices test. Set I","cognition,intelligence,problem solving,spatial reasoning","1,1,1,1","Cognition,NA","1,0","1,39",1,"GenR"
"79","17_Blood pressure","arteries,blood,cardiovasculair,cardiovascular disease,coronary artery disease,physiology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"80","170_Referred for treatment for emotional or behavioral problems","diagnosis,medical care,psychiatry,psychology,therapy,treatment","1,1,1,1,1,1","mental health,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"81","171_Religion","demographics,religion","1,1","Demographics,NA","1,0","1,39",1,"GenR"
"82","172_Risk taking","development,personality,puberty,risk seeking,risky behavior,sexual behavior,substance abuse,substance use,temperament","1,1,1,1,1,1,1,1,1","Personality and individual differences,Life history,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"83","173_Road traffic noise exposure","demographics,environment,noise,pollution","1,1,1,1","Demographics,NA","1,0","1,39",1,"GenR"
"84","174_Rosenberg scale","personality,psychology,self esteem,wellbeing","1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"85","175_Scale of Van der Wal  ","attachment,child care,parent-child relationship,parenting","1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"86","176_School (conditions to study at home)","covid,demographics,education,home situation,school,social economic status","1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"87","177_School career","cognition,demographics,education,intelligence,school,truancy","1,1,1,1,1,1","Life history,Demographics,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"88","178_School enjoyment","education,school","1,1","Personality and individual differences,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"89","179_School of child","","","Life history,Demographics,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"90","18_Blood sample","biological sample,biomarkers,blood,omics,physiology,plasma,serum","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"91","180_Screen for child anxiety related disorders (SCARED)","anxiety,depression,developmental psychology,diagnosis,mental health,phobias,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"92","181_Screentime (tv, video, dvd, pc)","gaming,hobbies,leisure time,parenting,screen time,sedentary behavior,social media,supervision","1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"93","182_Short big five inventory (BFI-s)","agreeableness,conscientiousness,extroversion,interoversion,neuroticism,personality,risk taking","1,1,1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"GenR"
"94","183_Short Ruminative Response Scale (RRS) questionnaire","anxiety,depression,mental health,obsessive compulsive disorder,psychology,rumination,thought problems","1,1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"GenR"
"95","184_Situation at home (ISAAC)","demographics,family composition,living situation,parenting,smoking,substance use,supervision","1,1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"96","185_Skin color analysis","imgagin,physical characteristics,physiology,skin color,spectrophotometry","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"97","186_Skin swab (head, elbow)","allergies,biological sample,biomarkers,omics,physiology,swab","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"98","187_Sleep diary","chronotype,insomnia,mental health,psychology,sleep","1,1,1,1,1","Health,Lifestyle,NA","0.5,0.5,0","1,1,39",1,"GenR"
"99","188_Sleep habits survey (SHS)","chronotype,insomnia,mental health,psychology,sleep","1,1,1,1,1","Health,Lifestyle,NA","0.5,0.5,0","1,1,39",1,"GenR"
"100","189_Sleeping and toilet training","bedwetting,daytime enuresis,development,enuresis,incontinence,nighttime enuresis,psychology,sleep,toilet training","1,1,1,1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"GenR"
"101","19_Bone mineral density and related measures","antropometrics,body composition,bone mineral density,computed tomography,ct scan,dual x energy absorptiometry,frailty,physiology","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"102","190_Sleeping regulatory problems  (IBQ)","chronotype,insomnia,psychology,sleep","1,1,1,1","Health,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"103","191_Sleeping regulatory problems (Wolke)","chronotype,insomnia,psychology,sleep","1,1,1,1","Health,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"104","192_Smoking, alcohol, and drug use (cannabis/hasj, laughing gas)","addiction,alcohol,cannabis,cigrarettes,covid,lifestyle,smoking,soft drugs,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"105","193_Social media, chatting and gaming","addiction,gaming,internet,social media","1,1,1,1","Lifestyle,NA","1,0","1,39",1,"GenR"
"106","194_Social readjusting rating scale","abuse,coping,life events,life history,neglect,psychology,stress,trauma","1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"107","195_Social Responsiveness Scale ","asd,autism,developmental psychology,empathy,mental health,psychiatry,psychology,social competence,social skills,theory of mind","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"108","196_Social stress (Social circumstances)","demographics,environment,finance,income,neighborhood,relationships,social economic status,social stress,support,work","1,1,1,1,1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"109","197_Social support list","friendships,relationships,social competence,social support","1,1,1,1","Social competence,NA","1,0","1,39",1,"GenR"
"110","198_Somatic complaints and use of medication","corona,covid,disease,health,medical care,medication,somatic compaints","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"111","199_Stability of Acitivities in the Family Environment-Revised (SAFE-R)","environment,family functioning,parenting,relationships","1,1,1,1","Social competence,Parenting,NA","0.67,0.33,0","1,1,39",1,"GenR"
"112","2_Abdominal fat","obesity,antropometrics,bmi,body composition,fat,physiology","2,1,1,1,1,1","Physiology,Health,medical history,NA","0.5,0.49,0.01,0","1,1,1,38",2,"GenR"
"113","20_Bones","accidents,falling,fractures,health,physiology","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"114","200_Stanford feeding questionnaire","development,food preference,nutrition","1,1,1","Personality and individual differences,Lifestyle,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"GenR"
"115","201_Strange Situation Procedure","attachment,parent-child relationship,parenting","1,1,1","Personality and individual differences,Parenting,NA","0.5,0.5,0","1,1,39",1,"GenR"
"116","202_Substance use","addiction,alcohol,drug use,lifestyle,mental health,psychology,smoking,substance abuse,substance use,treatment","1,1,1,1,1,1,1,1,1,1","Lifestyle,Health,mental health,NA","0.5,0.25,0.25,0","1,1,1,38",1,"GenR"
"117","203_Taking care of your child","day care,parenting","1,1","Parenting,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"118","204_Tanner","development,health,physiology,puberty,secondary sexual characteristics","1,1,1,1,1","Physiology,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"119","205_Taste experience","bitter,experiment,food preferance,physiology,sweet","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"120","206_Teacher Report Form (TRF) ","adhd,aggression,behavior,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"121","207_The child","corona,covid,diseases,health,infection","1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"GenR"
"122","208_The first days","birth,delivery,health,hospitalization,life history","1,1,1,1,1","Health,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"123","209_The Parenting Scale: dysfunctional parenting in discipline situations","corporal punishment,discipline,parent-child relationship,parenting","1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"124","21_Borderline Personality Features Scale for Children","borderline personality disorder,developmental psychology,diagnosis,emotional liability,hostility,impulsivity,mental health,psychiatry,psychology,self-harm","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"125","210_The Perception of Teasing Scale (POTS)","body image,bullying,mental health,obesity,psychology,self perception,victimization","1,1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"GenR"
"126","211_The pregnancy and childbirth","anticonception,antropomethrics,birth,birth complications,blood pressure,delivery,gestational age,gestational diabetes,life history,pregnanct","1,1,1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"GenR"
"127","212_The short obsessive compulsive disorder screener (SOCS)","coping,diagnosis,hoarding,mental health,obsessive compulsive disorder,psychiatry,psychology,rumination,worrying","1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"128","213_The three-factor eating questionnaire","behavior,food preference,nutrition","1,1,1","Lifestyle,Personality and individual differences,NA","0.5,0.5,0","1,1,39",1,"GenR"
"129","214_Ultrasound heart","cardiovascular disease,cardiovascular health,coronary artery disease,heart,imaging,physiology,ultrasound","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"130","215_Urine sample","biological sample,biomarkers,hormones,infection,inflammation,omics,physiology,urine","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"131","216_Utrechtse coping lijst (UCL)","coping,depression,emotions,problem solving,psychology,social competence,social support,stress","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,Social competence,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"132","217_Wechsler Intelligence Scale  (WISC-V Subset vocabulary)","cognition,intelligence,language,verbal intelligence,vobabulary","1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"133","218_Wellbeing (affective and cognitive)","happiness,mental health,quality of life,satisfaction with life,wellbeing","1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"GenR"
"134","219_Work and working conditions","demographics,environment,exposome,pollutants,toxics,work","1,1,1,1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"GenR"
"135","22_Brain structure","brain imaging,brain structure,exography,physiology,structural brain imaging","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"136","220_Your child's health","birth,congenial diseases,diseases,health","1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
"137","221_Youth self report (YSR)","adhd,aggression,behavior,developmental psychology,diagnosis,externalizing disorders,internalizing disorders,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"138","23_Breastfeeding","addiction,breastfeeding,life history,life style,medication,nutrition,smoking,substance abuse,substance use,supplements","1,1,1,1,1,1,1,1,1,1","Life history,Health,Lifestyle,mental health,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,38",1,"GenR"
"139","24_Brief problem monitor-youth form (BMP-p)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"140","25_Brief symptom inventory (BSI)","anxiety,coping,depression,diagnosis,emotion regulation,feelings,psychiatry,psychology,stress","1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"141","26_Briefproblem monitor from the youth self report","adhd,aggression,behavior,depression,developmental psychology,emotions,externalizing behavior,internalizing behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"142","27_Bullying and Victimization","aggression,bullying,coping,hostility,physical aggression,psychology,relational aggression,school,victimization","1,1,1,1,1,1,1,1,1","mental health,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"GenR"
"143","28_Cannabis Experiences Questionnaire - Intoxication effects checklist (CEQ-I)","additiction,cannabis,health,psychology,smoking,soft drugs,substance abuse,substance use,tabacco,weed","1,1,1,1,1,1,1,1,1,1","Lifestyle,mental health,Health,Life history,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,38",1,"GenR"
"144","29_Cardiac and renal structure","bladder,cardiovasculair,ecography,heart,physiology,renal,vessels","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"145","3_Accidents","accidents,health,hospitalization,life events,medical history,trauma","1,1,1,1,1,1","Life history,Health,medical history,NA","0.5,0.25,0.25,0","2,1,1,38",2,"GenR"
"146","30_Cardiac development","arteries,blood vessels,cardiavascular,development,ecography,heart","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"GenR"
"147","31_CBCL 6-18-Competence scales","behavior,developmental psychology,peers,psychology,social competence","1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"148","32_Child Behavior Checklist (CBCL)","adhd,aggression,behavior,depression,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"149","33_Child Behavior Questionnaire (CBQ)","affect,behavior,effortful control,personality,surgency,temperament","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"GenR"
"150","34_Child Behaviour Conflicts Scale","behavior,conflict,corporal punishment,family functioning,parent-child relationship,parenting","1,1,1,1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"151","35_Child care","care,demographics,family composition,parenting,school","1,1,1,1,1","Demographics,Life history,NA","0.5,0.5,0","1,1,39",1,"GenR"
"152","36_Child caregiving involvement scale","involvement,parent-child relationship,parenting","1,1,1","Parenting,NA","1,0","1,39",1,"GenR"
"153","37_Child Feeding Questionnaire (CFQ).","nutrition,parenting","1,1","Life history,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"GenR"
"154","38_Child Health Questionnaire Parent - CHQ-PF28","disease,disorders,health,hospitalization,medication,subjective health,treatments","1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"GenR"
