"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"11","108_School_Learningdifficulties","cognition,dyscalculi,dyslexia,education,learning difficulties,learning disability,school","1,1,1,1,1,1,1","Personality and individual differences,Cognition,NA","0.67,0.33,0","1,1,39",1,"NTR"
"12","109_School_ResultsPerformance","cognition,education,language,learning difficulties,math,motivation,performance,school,sciences","1,1,1,1,1,1,1,1,1","Personality and individual differences,Cognition,NA","0.67,0.33,0","1,1,39",1,"NTR"
"13","11_Balance Error Scoring System (BESS)","balance,excercise,motor development,motor function","1,1,1,1","Physiology,Lifestyle,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"14","110_SchoolSituation","class composition,cognition,demographics,education,school,truancy,twins","1,1,1,1,1,1,1","Demographics,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"15","111_Simon task","cognition,conflict,inhibition,problem solving reasoning,social behavior,social cognition","1,1,1,1,1,1","Social competence,Personality and individual differences,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"16","112_Sleep_SleepHabits","health,insomnia,life style,narcolepsi,sleep","1,1,1,1,1","Life history,Lifestyle,NA","0.67,0.33,0","1,1,39",1,"NTR"
"17","113_Snellen_Chart","eyes,glasses,health,optometry,sight","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"18","114_Social Skills Rating System (SSRS)","behavior,friendships,social behavior,social congition","1,1,1,1","Social competence,NA","1,0","1,39",1,"NTR"
"19","115_Strengths and Difficulties Questionnaire (SDQ)","adhd,aggression,behavior,conduct disorder,developmental psychology,mental health,peers,prosocial behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"20","116_Strengths and Weaknesses of Attention-Deficit/Hyperactivity Disorder Symptoms and Normal Behavior Scale (SWAN)","adhd,attention,behavior,developmental psychology,diagnosis,hyperactivity,impulsivity,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"21","117_Stroop colour-word task","attention,cognition,executive functioning","1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"22","118_Subjective Happiness Scale (SHS)","happiness,mental health,psychology,quality of life,satisfaction with life,wellbeing","1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"NTR"
"23","119_Surgery_Anesthesia","accidents,anesthesia,disease,health,infection,inflammation,medication,surgery,tonsils","1,1,1,1,1,1,1,1,1","Health,Physiology,NA","0.67,0.33,0","1,1,39",1,"NTR"
"24","12_Binge_Eating","anxiety,binge eating,bulimia,depression,eating disorder,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Health,Life history,Lifestyle,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,38",1,"NTR"
"25","120_T1-weighted Magnetization Transfer Imaging (MTI)","biology,brain imaging,cognition,functional brain imaging,mri,mti,psychology,structural brain imaging","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"26","121_T2-weighted Magnetization Transfer Imaging (MTI)","biology,brain imaging,cognition,dti,functional brain imaging,mri,mti,psychology,structural brain imaging","1,1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"27","122_Tanner","development,health,pubery,secondary sexual characteristics","1,1,1,1","Physiology,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"28","123_Teacher Report Form (TRF)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology,school","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"29","124_Temperament_Questions","attachement,emotion,parent-child relationship,personality,temperament","1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"NTR"
"30","125_Toitlet_Training","daytime incontinence,development,enuresis,incontinence,nighttime incontinence,nocturnal enuresis,toilet","1,1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"NTR"
"31","126_Tower of Hanoi","cognition,executive functioning,problem solving,psychology,spatial reasoning","1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"32","127_urine","biological sample,biomarkers,elisa,gc-ms,hormones,laboratory assessment,lc-ms,metabolomics,nmr","1,1,1,1,1,1,1,1,1","Physiology,Demographics,NA","0.67,0.33,0","1,1,39",1,"NTR"
"33","128_urine_biomarkers","biological sample,biomarkers,dipstick,glucose,hormones,infection,inflammation,neuropeptides,oxidative stress,urine","1,1,1,1,1,1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"34","129_urine_collection","biological samples,biomarkers,data collection,freezer,menstruation,temperature,time,urine","1,1,1,1,1,1,1,1","Life history,Physiology,Demographics,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"35","13_Birth_Questions","birth,c-section,health,labor,natural birth,type of twin","1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"36","130_urine_GC-MS_OA","amino acids,biomarkers,carboxylic acids,gas chromatography,mass spectrometry,metabolomics,neurotransmitters,organic acids,tca cycle,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"37","131_urine_LC-MS_Amines","amines,amino acids,aromatic amines,biomarkers,liquid chromatography,mass spectrometry,metabolites,metabolomics,neurotransmitters,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"38","132_urine_LC-MS_steroids","androgens,glucocorticoids,hormones,liquid chromatography,mass spectrometry,metabolites,metabolomics,oestrogens,steroids,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"39","133_urine_steroids","androgens,gas chromatography,glucocorticoids,hormones,mass spectrometry,metabolites,metabolomics,oestrogens,steroids,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"40","134_Vaccinations","development,diphtheria,diseases,health,measles,mumps,pertussis,rubella,tetanus,vaccination","1,1,1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"41","135_VU_AMS","ambulatory monitoring,cardiovascular,electrocardiogram,electronic monitoring,excercise,health,heart rate,impedance cardiogram","1,1,1,1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"42","136_Wechsler Abbreviated Scale of Intelligence (WASI)","attention,cognition,executive functioning,intelligence,memory,non-verbal intelligence,spatial reasoning,verbal intelligence","1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"43","137_Wechsler Intelligence Scale for Children-III (WISC-III)","attention,cognition,intelligence,memory,non-verbal intelligence,spatial reasoning,verbal intelligence","1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"44","138_wellbeing","happiness,mental health,psychology,quality of life,satisfaction with life,wellbeing","1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"NTR"
"45","139_Workdemographics_parents","demographics,profession,work","1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"46","14_Blood_Pressure","blood pressure,cardiovasculair,cardiovascular disease,coronary artery disease,health","1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"47","140_Youth Self Report (YSR)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,obsessive compulsive disorder,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"48","141_Zygosity_resemblance","genetics,resemblance,similarities,twinning,zygosity","1,1,1,1,1","Personality and individual differences,Demographics,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"49","15_Borg’s Rating of Perceived Exertion (RPE)","endurance,excercise,feelings,health","1,1,1,1","Personality and individual differences,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"50","16_Breastfeeding","development,health,newborns,nutrition,pediatrics","1,1,1,1,1","Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"51","17_Brief Problem Monitor (BPM)","adhd,aggression,anxiety,attention,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"52","18_buccal_DNAmethylation","biological sample,buccal,cell counts,dna methylation,environment,epigenetics,gene expression,genetics,omics","1,1,1,1,1,1,1,1,1","omics,Physiology,NA","0.67,0.33,0","1,1,38",1,"NTR"
"53","19_buccal_swab","biological sample,biomarkers,dna methylation,epigenetics,genetics,laboratory","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"54","2_Aandachttekort Stoornis met Hyperactiviteit (ASH)","adhd,developmental psychology,diagnosis,mental health,psychiatry","1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"55","20_Bullying_Victimization","aggression,bullying,depression,developmental psychology,life event,psychology,trauma,victimization","1,1,1,1,1,1,1,1","Life history,mental health,Social competence,Health,NA","0.33,0.33,0.22,0.11,0","1,1,1,1,38",1,"NTR"
"56","21_Cantril ladder","happiness,life satisfaction,mental health,psychology,quality of life,wellbeing","1,1,1,1,1,1","Personality and individual differences,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"57","22_Car, Relax, Alone, Forget, Friends, Trouble (CRAFFT) Screening Test","alcohol,drugs,mental health,peer pressure,psychology,risk seeking,risk taking,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,mental health,Health,NA","0.4,0.4,0.2,0","1,1,1,38",1,"NTR"
"58","23_Charity","","","Life history,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"59","24_Child Behavior Checklist (CBCL)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology,psychosis","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"60","25_Child_care","development,education,environment,parent-child relationship,school","1,1,1,1,1","Demographics,Life history,NA","0.5,0.5,0","1,1,39",1,"NTR"
"61","26_Children’s Behavior Questionnaire (CBQ)","cognition,development,parent-child relationship,personality,psychology,temperament","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"62","27_Compulsive Internet Use Scale (CIUS)","addiction,gaming,mental health,social media","1,1,1,1","Lifestyle,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"63","28_Computerized Neuropsychological Testing System (WEBcnp)","attention,cognition,executive functioning,inhibition control,memory,self control","1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"64","29_Conflict subscale from the Family Environment Scale (FES)","abuse,aggression,conflict,environment,family functioning,mental health","1,1,1,1,1,1","Social competence,mental health,Parenting,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"65","3_ACTION_Vitamin","health,metabolism,supplementation","1,1,1","Health,Lifestyle,Life history,NA","0.4,0.4,0.2,0","1,1,1,39",1,"NTR"
"66","30_ContraceptionUse","acne,birth control,females,health,hormones,medication","1,1,1,1,1,1","Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"67","31_Controlled Oral Word Association task (COWA)","cognition,language,memory","1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"68","32_Corsi block-tapping task","cognition,executive functioning,memory,motor control","1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"69","33_COSMED","endurance,excercise,health,lung capacity","1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"70","34_COVID_Experience","coping,covid,feelings,health,mental health,parent-child relationship,social behavior,somatic,wellbeing","1,1,1,1,1,1,1,1,1","Life history,mental health,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"71","35_COVID_HomeAtmosphere","coping,covid,environment,family relationship,school,work","1,1,1,1,1,1","Life history,Parenting,Social competence,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"72","36_COVID_HomeSchool","coping,covid,education,parent-child relationship,school","1,1,1,1,1","Life history,Demographics,Parenting,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"73","37_COVID_infection","covid,disease,environment,health,hospitailization,infection,mortality","1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"74","38_COVID_Parenting","coping,covid,parent-child relationship,parenting,wellbeing","1,1,1,1,1","Life history,Parenting,NA","0.67,0.33,0","1,1,39",1,"NTR"
"75","39_COVID_Workdemographics_parents","covid,demographics,work","1,1,1","Life history,Demographics,NA","0.67,0.33,0","1,1,39",1,"NTR"
"76","4_Activation-Deactivation Adjective Checklist (ADACL)","cognition,excercise,feelings,mental health","1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"NTR"
"77","40_Demographics","age,demographics,education,gender,married status,nationality,neighborhood,religion,sex,social economic status","1,1,1,1,1,1,1,1,1,1","Demographics,NA","1,0","1,39",1,"NTR"
"78","41_Dental_Development","cavities,dental,development,health,teething","1,1,1,1,1","Physiology,Life history,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"79","42_Devereux Child Behavior (DCB) rating scale","adhd,aggression,anxiety,depression,developmental psychology,mental health,motor control,psychiatry,psychology,temperament","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"80","43_Diagnostic Interview Schedule (DIS)","adhd,apd,diagnosis,mdd,mental disorders,mental health,ocd,odd,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"81","44_Dieting","anorexia,bulimia,diet,health,nutrition,obesity","1,1,1,1,1,1","Life history,Health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"82","45_Diffusion Tensor Imaging (DTI)","brain imaging,cognition,connectomics,dti,functional brain imaging,mri,structural brain imaging","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"83","46_DNA_zygosity","buccal,demographics,dna,genetics,similarity,twins","1,1,1,1,1,1","Demographics,Physiology,NA","0.67,0.33,0","1,1,39",1,"NTR"
"84","47_Dutch Life Event Scale (Schokverwerkings Inventarisatie Lijst)","coping,life events,mental health,trauma,wellbeing","1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"85","48_Dweck's forced-choice measure","cognition,executive functioning,perseverance,problem solving","1,1,1,1","Personality and individual differences,Cognition,NA","0.5,0.5,0","1,1,39",1,"NTR"
"86","49_Edinburgh handedness Inventory (EHI)","dominance,handedness,laterality,motor functioning","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"87","5_Adult Self Report (ASR)","adhd,aggression,antisocial behavior,anxiety,depression,diagnosis,mental health,obsessive compulsive disorder,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"88","50_Emotionality, Activity, and Sociability (EAS) Temperament Survey for Children","developmental psychology,emotional development,mental health,personality,social behavior,temperament","1,1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"NTR"
"89","51_Eriksen flanker task","attention,cognition,executive functioning,inhibition,motor control","1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"90","52_Exercise Benefits/Barriers Scale (EBBS)","excercise,feelings,health,motivation","1,1,1,1","Personality and individual differences,Lifestyle,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"91","53_Explosive_strength","health,jump,legs,motor,strength","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"92","54_EyeSight","eyes,glasses,health,optometry,sight","1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"93","55_Family_Composition","demographics,divorce,family,fertility,half-siblings,parents,siblings,twinning","1,1,1,1,1,1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"94","56_Family_Situation","adoption,co-parenting,death,demographics,divorce,family,mixed families,orphan,widow","1,1,1,1,1,1,1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"95","57_Feeling_Scale","feeling,happiness,mental health,psychology,satisfaction,wellbeing","1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"96","58_Feelings","feelings,happiness,mental health,satisfaction,wellbeing","1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"97","59_Flexibility","excercise,flexibility,health,motor","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"98","6_Amsterdam Neuropsychological Tasks (ANT)","attention,cognition,executive functioning,inhibition,memory,self-control","1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"99","60_fMRI","biology,brain imaging,cognition,functional brain imaging,mri,psychology","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"100","61_Friendship","friendship,peer pressure,sibling competition,sibling interactions,social behavior","1,1,1,1,1","Social competence,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"101","62_GeneralHealth","disease,health,subjective health,wellbeing","1,1,1,1","Health,NA","1,0","1,39",1,"NTR"
"102","63_Genotyping","ancestry,biological sample,dna,genes,genomics,genotyping,gwas,pcs,snps","1,1,1,1,1,1,1,1,1","omics,Physiology,Demographics,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"103","64_Handedness","dominance,handedness,laterality,motor development","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"104","65_Handedness_questionnaire","ambidexterous,dominance,handedness,laterality,motor development","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"105","66_Handgrip","excercise,health,muscle,strength","1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"106","67_Health_Diseases","allergies,asthma,cancer,cardiovascular disease,diabetes,diseases,doctor visit,handicaps,health,hospitalization","1,1,1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"NTR"
"107","68_Health_Diseases_ACTION","allergies,asthma,diabetes,diseases,flu,handicaps,health,infection,inflammation,meazles","1,1,1,1,1,1,1,1,1,1","Health,NA","1,0","1,39",1,"NTR"
"108","69_Health_Diseases_birth","5th disease,birth,cardiovascular disease,development,diseases,health,hospitalization,incubator,metabolic disorder,rs-virus","1,1,1,1,1,1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"109","7_Anthropometry","anthropometry,health,obesity","1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"110","70_Health_migraine","auras,headache,health,mental health,migraine,pain,stress","1,1,1,1,1,1,1","Health,Life history,mental health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"111","71_Heart_Rate","biology,cardiovasculair,cardiovascular disease,coronary artery disease,excercise,health,heart","1,1,1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"112","72_Iowa gambling task (IGT)","cognition,decision making,impulsivity,inhibition,problem solving,psychology,risk seeking,risk taking","1,1,1,1,1,1,1,1","Personality and individual differences,Cognition,Social competence,NA","0.4,0.4,0.2,0","1,1,1,39",1,"NTR"
"113","73_Language_Development","cognition,development,language,stuttering","1,1,1,1","Life history,Cognition,NA","0.67,0.33,0","1,1,39",1,"NTR"
"114","74_LeisureActivities","excercise,games,gaming,hobbies,life style,music,playing,reading,sport,tv","1,1,1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","1,39",1,"NTR"
"115","75_Life_Event","chronic disease,coping,death,environment,life events,mental health,stress,trauma","1,1,1,1,1,1,1,1","Life history,mental health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"116","76_Lifestyle_SubstanceUse","additiction,drinking,drugs,life style,smoking,substance abuse,substance use","1,1,1,1,1,1,1","Lifestyle,Health,mental health,Life history,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,38",1,"NTR"
"117","77_Lifestyle_SubstanceUse_pregnancy","addiction,alcohol,drinking,drugs,fetal alcohol syndrome,lifestyle,pregnancy,smoking,substance abuse,substance use","1,1,1,1,1,1,1,1,1,1","Lifestyle,Health,Life history,mental health,NA","0.38,0.25,0.25,0.12,0","1,1,1,1,38",1,"NTR"
"118","78_Loneliness_Scale","depression,friendships,happiness,isolation,loneliness,mental health,psychology,wellbeing","1,1,1,1,1,1,1,1","mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"119","79_McMaster Family Assessment Device - General Functioning Scale","abuse,coping,family functioning,psychology,support","1,1,1,1,1","Social competence,Health,mental health,Life history,Parenting,NA","0.33,0.22,0.22,0.11,0.11,0","1,1,1,1,1,38",1,"NTR"
"120","8_Apgar","birth,cardiovasculair,development,emergency care,health,muscle","1,1,1,1,1,1","Health,Physiology,Life history,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"121","80_MedicationSupplementUse_pregnancy","health,medication,metabolism,nutrition,pregnancy,supplements","1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"122","81_MedicationUse","disease,health,medication,metabolism,supplements","1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"123","82_Mental Rotations Test (MRT)","cognition,executive functioning,intelligence,mental rotation,non-verbal iq,spatial processing","1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"124","83_monetary-choice questionnaire","cognition,delay inhibition,executive functioning,impulsiveness,inhibition,self control","1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"125","84_Motor_Development","health,motor control,motor development,walking","1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"126","85_MRI","brain imaging,cognition,development,functional brain imaging,mri,psychology,structural brain imaging","1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"127","86_N-back task","attention,cognition,executive functioning,memory","1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"128","87_Nutrition_Pregnancy","diet,health,nutrition,pregnancy","1,1,1,1","Life history,Lifestyle,NA","0.67,0.33,0","1,1,39",1,"NTR"
"129","88_One or Three Minutes Reading Task","cognition,development,executive functioning,language,reading,verbal fluency","1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"130","89_ParentingStyle","parent-child relationship,parenting","1,1","Parenting,NA","1,0","1,39",1,"NTR"
"131","9_Attention Problem (AP) items of the Child Behavior Checklist (CBCL)","adhd,attention,developmental psychology,diagnosis,hyperactivity,impulsivity,psychiatry","1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"132","90_Physical_characteristics","antropometrics,eyes,hair,physical characteristics,skin","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"133","91_PhysicalActivities","excercise,health,life style,sport","1,1,1,1","Lifestyle,Health,Personality and individual differences,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"134","92_Pregnancy_CourseDuration","gestation,health,pregnancy,preterm","1,1,1,1","Life history,Health,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"135","93_Pregnancy_Problems","deficiencies,disease,eclampsia,gestational diabetes,health,nutrition,pregnancy,twin-to-twin transfusion","1,1,1,1,1,1,1,1","Health,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"136","94_Pregnancy_Questions","birth,conception,fertility,health,hormones,miscariages,pregnancy,twinning","1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"137","95_Pubertal_Development","development,hair growth,health,menstruation,puberty,secondary sexual characteristics","1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"138","96_RAKIT","attention,cognition,cognitive functioning,executive functioning,intelligence,memory,non-verbal intelligence,spatial reasoning","1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"139","97_Raven Standard Progressive matrixes","attention,cognition,executive functioning,intelligence,memory,non-verbal intelligence,spatial perception,spatial reasoning","1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"140","98_Reading the Mind in the Eyes task","autism,cognition,development,emotion recognition,emotional development,psychology,social cognition,theory of mind","1,1,1,1,1,1,1,1","Social competence,Personality and individual differences,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"141","99_Reading_Writing","cognition,intelligence,language,motor control,reading,writing","1,1,1,1,1,1","Cognition,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
