"","Instrument_name","Keywords","Keyword_count","Keyword_respondents","Categories","Priority_scores","Times_mentioned","Respondents"
"30","125_Self-Efficacy for Parenting Tasks Index (SEPTI-TS)","","",0,"NA","NaN","33",0
"31","126_Nijmeegse Ouderlijke Stress Index Kort (NOSI-K)","","",0,"NA","NaN","33",0
"32","127_Parental involvement","","",0,"NA","NaN","33",0
"33","128_Adult Responses to Children's Symptoms (ARCS)","","",0,"NA","NaN","33",0
"34","129_Emotion Dysregulation Inventory (EDI)","","",0,"NA","NaN","33",0
"35","13_Children’s Social Behavior Questionnaire (CSBQ)","","",0,"NA","NaN","33",0
"36","130_Negative Marital Interaction Scale","","",0,"NA","NaN","33",0
"37","131_Parent-child interaction","observation,parent-child interaction","1,1",1,"parent-child relation,Parenting,Social and emotional development,social environment,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,31",1
"38","132_Raisin task","observation,raisin task,self-control","1,1,1",1,"Personality,Social and emotional development,NA","0.67,0.33,0","1,1,33",1
"39","133_Disruptive Behavior Diagnostic Observation Schedule (DB-DOS)","","",0,"NA","NaN","33",0
"40","134_Baby movements","infants,movements","1,1",1,"physical activity,Physical health,NA","0.67,0.33,0","1,1,32",1
"41","135_Motor activity","accelerometer,motor activity,physical activity","1,1,1",1,"physical activity,NA","1,0","1,32",1
"42","136_Early Social Communication Scales (ESCS)","","",0,"NA","NaN","33",0
"43","137_Interactive Drawing Test","","",0,"NA","NaN","33",0
"44","14_Happiness","","",0,"NA","NaN","33",0
"45","15_Social Media Disorder Scale","","",0,"NA","NaN","33",0
"46","16_Internet Gaming Disorder Scale","","",0,"NA","NaN","33",0
"47","17_ADHD DSM-IV Questionnaire ","","",0,"NA","NaN","33",0
"48","18_Perfectionism","","",0,"NA","NaN","33",0
"49","19_Common health problems","","",0,"NA","NaN","33",0
"50","2_Child Behaviour Checklist (CBCL/6-18)","","",0,"NA","NaN","33",0
"51","20_Asthma","","",0,"NA","NaN","33",0
"52","21_Chronic conditions","functional somatic disorders,physical health","1,1",1,"Physical health,NA","1,0","1,33",1
"53","22_Pain","","",0,"NA","NaN","33",0
"54","23_Columbia Impairment Scale (CIS)","","",0,"NA","NaN","33",0
"55","24_Absenteeism","","",0,"NA","NaN","33",0
"56","25_Medical aids","","",0,"NA","NaN","33",0
"57","26_WHO Disability Assessment Schedule 2.0 (WHODAS 2.0)","","",0,"NA","NaN","33",0
"58","27_Health Worries Questionnaire","","",0,"NA","NaN","33",0
"59","28_Health services utilization","","",0,"NA","NaN","33",0
"60","29_Need for care","mental health,need for care","1,1",1,"care utilization,Mental health,NA","0.67,0.33,0","1,1,32",1
"61","3_Psychiatric diagnoses","","",0,"NA","NaN","33",0
"62","30_Medication use","","",0,"NA","NaN","33",0
"63","31_Length and weight","","",0,"NA","NaN","33",0
"64","32_Waist and hip circumference","","",0,"NA","NaN","33",0
"65","33_Bio-electrical impedance","","",0,"NA","NaN","33",0
"66","34_Shuttle run test","","",0,"NA","NaN","33",0
"67","35_Tanner Scale","","",0,"NA","NaN","33",0
"68","36_Developmental history","","",0,"NA","NaN","33",0
"69","37_Life events","","",0,"NA","NaN","33",0
"70","38_Long-term Difficulties Questionnaire","","",0,"NA","NaN","33",0
"71","39_Traumatic childhood events","","",0,"NA","NaN","33",0
"72","4_Revised Child Anxiety and Depression Scale (RCADS)","","",0,"NA","NaN","33",0
"73","40_Perceived stress","","",0,"NA","NaN","33",0
"74","41_DNA","","",0,"NA","NaN","33",0
"75","42_DNA methylation","","",0,"NA","NaN","33",0
"76","43_Early Adolescent Temperament Questionnaire Revised (EATQ-R)","adolescence,personality,temperament","1,1,1",1,"Personality,NA","1,0","1,33",1
"77","44_NEO Personality Inventory Revised (NEO-PI-R)","","",0,"NA","NaN","33",0
"78","45_BIS/BAS Scale","","",0,"NA","NaN","33",0
"79","46_Derryberry and Reed Task","","",0,"NA","NaN","33",0
"80","47_Bangor Gambling Task","","",0,"NA","NaN","33",0
"81","48_Approach-Avoidance Test (AAT)","","",0,"NA","NaN","33",0
"82","49_Self-Perception Profile for Children (SPPC)","","",0,"NA","NaN","33",0
"83","5_Positive and Negative Affect Scale (PANAS)","","",0,"NA","NaN","33",0
"84","50_Fear of Negative Social Evaluation Scale","","",0,"NA","NaN","33",0
"85","51_Generalized Self-Efficacy (GSE)","personality,self-efficacy","1,1",1,"Personality,NA","1,0","1,33",1
"86","52_Body Perception Questionnaire","","",0,"NA","NaN","33",0
"87","53_Wechsler Intelligence Scale for Children (WISC-R)","","",0,"NA","NaN","33",0
"88","54_Amsterdam Neuropsychological Tasks (ANT)","","",0,"NA","NaN","33",0
"89","55_Rey’s Verbal Learning Test","","",0,"NA","NaN","33",0
"90","56_Rey-Osterrieth Complex Figure test","","",0,"NA","NaN","33",0
"91","57_Verbal Fluency Test","","",0,"NA","NaN","33",0
"92","58_Self-Ordered Pointing Task (SOPT)","","",0,"NA","NaN","33",0
"93","59_Adolescent Cognitive Style Questionnaire (ACSQ)","adolescents,cognitive style,depression,vulnerability","1,1,1,1",1,"Personality,Mental health,NA","0.67,0.33,0","1,1,33",1
"94","6_Antisocial Behaviour Questionnaire (ASBQ)","","",0,"NA","NaN","33",0
"95","60_School records","abilities,educational achievement,school performance,skills","1,1,1,1",1,"intellectual abilities,physical abilities,NA","0.5,0.5,0","1,1,31",1
"96","61_Social Skills Rating System","","",0,"NA","NaN","33",0
"97","62_Revised Class Play","","",0,"NA","NaN","33",0
"98","63_Relational Aggression Questionnaire","","",0,"NA","NaN","33",0
"99","64_Time spending patterns","","",0,"NA","NaN","33",0
"100","65_Physical activity","","",0,"NA","NaN","33",0
"101","66_Achievement Goals and Beliefs about Success in Sport","","",0,"NA","NaN","33",0
"102","67_Cardiovascular measures","blood pressure,cardiovascular,heart rate","1,1,1",1,"Physiology,NA","1,0","1,33",1
"103","68_Cortisol","","",0,"NA","NaN","33",0
"104","69_Physiological stress-reactivity","","",0,"NA","NaN","33",0
"105","7_Substance use","alcohol,cannabis,drugs,smoking,substance use","1,1,1,1,1",1,"substance use,Mental health,Lifestyle,NA","0.5,0.33,0.17,0","1,1,1,32",1
"106","70_Subjective stress-reactivity","anxiety,mood,self-report,social stress,stress,stress-reactivity","1,1,1,1,1,1",1,"stress,Personality,NA","0.67,0.33,0","1,1,32",1
"107","71_Biomarkers","","",0,"NA","NaN","33",0
"108","72_Familial psychopathology","","",0,"NA","NaN","33",0
"109","73_Familial pathology","","",0,"NA","NaN","33",0
"110","74_Inventory of Attitudes towards Seeking Mental Health Services (IASMHS)","","",0,"NA","NaN","33",0
"111","75_Family Assessment Device (FAD)","","",0,"NA","NaN","33",0
"112","76_Parenting Stress Index (PSI)","","",0,"NA","NaN","33",0
"113","77_Egna Minnen Betraffande Uppfostran Child (EMBU-C)","","",0,"NA","NaN","33",0
"114","78_Parental knowledge","parental knowledge,parental monitoring,parenting","1,1,1",1,"parent-child relation,Parenting,NA","0.67,0.33,0","1,1,32",1
"115","79_Parent-child relationship","","",0,"NA","NaN","33",0
"116","8_Drinking Motive Questionnaire Revised (DMQ-R)","","",0,"NA","NaN","33",0
"117","80_Conflict Tactics Scale","","",0,"NA","NaN","33",0
"118","81_Peer status","peer nominations,peer status","1,1",1,"social environment,Social and emotional development,NA","0.67,0.33,0","1,1,32",1
"119","82_Friendships","","",0,"NA","NaN","33",0
"120","83_Intimate relationships ","","",0,"NA","NaN","33",0
"121","84_Investment Model Scale","","",0,"NA","NaN","33",0
"122","85_Intrasexual Competition Scale","","",0,"NA","NaN","33",0
"123","86_Sexuality","","",0,"NA","NaN","33",0
"124","87_Partner support","","",0,"NA","NaN","33",0
"125","88_Conflict in Adolescent Dating Relationships Inventory (CADRI)","","",0,"NA","NaN","33",0
"126","89_Copenhagen Psychosocial Questionnaire (COPSOQ)","job characteristics,work","1,1",1,"work-related factors,social environment,NA","0.67,0.33,0","1,1,31",1
"127","9_Alcohol Use Disorders Identification Test (AUDIT)","addiction,alcohol,substance use","1,1,1",1,"Mental health,substance use,Lifestyle,NA","0.43,0.43,0.14,0","1,1,1,32",1
"128","90_Danish Psychosocial Questionnaire (DPQ)","","",0,"NA","NaN","33",0
"129","91_Work and health","","",0,"NA","NaN","33",0
"130","92_Utrecht Work Engagement Scale (UWES)","","",0,"NA","NaN","33",0
"131","93_Professional ambition","ambitions,expectations,work","1,1,1",1,"work-related factors,NA","1,0","1,32",1
"132","94_Survey Work-Home Interaction Nijmegen (SWING)","","",0,"NA","NaN","33",0
"133","95_Work health balance","","",0,"NA","NaN","33",0
"134","96_Work Role Functioning Questionnaire 2.0 (WRFQ 2.0)","","",0,"NA","NaN","33",0
"135","97_The Capability Set for Work","","",0,"NA","NaN","33",0
"136","98_Utrechtse Burn-Out Schaal (UBOS)","","",0,"NA","NaN","33",0
"137","99_Unemployment","unemployment,work","1,1",1,"work-related factors,stress,NA","0.67,0.33,0","1,1,31",1
